Model,Brand,Year,Price,Mileage,Transmission
Mercedes-Benz E300,Mercedes-Benz,2018,"188,800","77,192 km",Automatic
Perodua AXIA,Perodua,2018,"31,100","149,874 km",Automatic
Renault Captur,Renault,2019,"37,600","98,480 km",Automatic
Nissan Almera,Nissan,2013,"17,800","133,745 km",Automatic
Proton Saga,Proton,2017,"26,800","34,908 km",Automatic
Perodua Myvi,Perodua,2019,"43,200","63,610 km",Automatic
Honda City,Honda,2015,"35,600","159,365 km",Automatic
Honda City,Honda,2016,"42,100","137,576 km",Automatic
Perodua Myvi,Perodua,2017,"39,100","76,089 km",Automatic
Perodua Myvi,Perodua,2016,"34,300","116,137 km",Automatic
Mazda CX-5,Mazda,2022,"143,900","38,934 km",Automatic
Nissan Livina,Nissan,2014,"23,400","178,003 km",Automatic
Toyota Camry,Toyota,2009,"24,000","196,635 km",Automatic
Perodua Bezza,Perodua,2016,"31,800","32,055 km",Automatic
Volkswagen Passat,Volkswagen,2017,"61,000","101,302 km",Automatic
Proton Saga,Proton,2016,"23,000","130,062 km",Automatic
Proton Persona,Proton,2017,"27,800","91,009 km",Automatic
Toyota Vios,Toyota,2015,"36,900","146,714 km",Automatic
Honda Jazz,Honda,2017,"53,000","67,572 km",Automatic
Toyota Sienta,Toyota,2016,"55,000","117,596 km",Automatic
Nissan Almera,Nissan,2022,"52,800","30,051 km",Automatic
Honda CR-V,Honda,2017,"90,000","96,316 km",Automatic
Nissan Serena,Nissan,2017,"62,800","124,650 km",Automatic
Perodua Bezza,Perodua,2016,"31,700","63,168 km",Automatic
Honda City,Honda,2016,"42,300","106,517 km",Automatic
Proton Saga,Proton,2017,"24,000","100,892 km",Automatic
Perodua Myvi,Perodua,2020,"45,800","96,421 km",Automatic
Honda Jazz,Honda,2017,"52,800","115,774 km",Automatic
Proton X50,Proton,2021,"74,400","64,449 km",Automatic
Honda Civic,Honda,2012,"33,800","108,833 km",Automatic
Honda Jazz,Honda,2016,"52,800","105,003 km",Automatic
Perodua Bezza,Perodua,2017,"35,200","104,123 km",Automatic
Nissan Latio,Nissan,2011,"12,900","193,833 km",Automatic
Perodua Aruz,Perodua,2019,"54,100","86,219 km",Automatic
Perodua Myvi,Perodua,2015,"23,800","127,244 km",Automatic
Perodua Myvi,Perodua,2019,"43,200","83,276 km",Automatic
Perodua Myvi,Perodua,2015,"23,800","112,782 km",Automatic
Proton X50,Proton,2022,"76,200","39,303 km",Automatic
Perodua Bezza,Perodua,2016,"32,800","146,150 km",Automatic
Perodua AXIA,Perodua,2016,"26,200","94,655 km",Automatic
Perodua AXIA,Perodua,2022,"40,000","28,470 km",Automatic
Honda HR-V,Honda,2017,"59,800","107,252 km",Automatic
Toyota Wish,Toyota,2009,"43,000","135,142 km",Automatic
Nissan Almera,Nissan,2016,"31,800","121,033 km",Automatic
Toyota Sienta,Toyota,2017,"58,200","126,658 km",Automatic
Honda City,Honda,2018,"51,200","86,511 km",Automatic
Mazda CX-3,Mazda,2016,"60,400","115,342 km",Automatic
Honda BR-V,Honda,2019,"55,800","103,918 km",Automatic
Proton Persona,Proton,2020,"37,900","67,958 km",Automatic
Mazda CX-5,Mazda,2018,"89,800","110,798 km",Automatic
Toyota Vios,Toyota,2019,"58,800","94,596 km",Automatic
Perodua Myvi,Perodua,2019,"45,800","82,958 km",Automatic
Toyota Camry,Toyota,2014,"53,800","146,398 km",Automatic
Toyota C-HR,Toyota,2019,"102,900","88,882 km",Automatic
Mitsubishi Xpander,Mitsubishi,2021,"79,800","60,824 km",Automatic
Proton Saga,Proton,2022,"34,000","33,939 km",Automatic
Perodua Myvi,Perodua,2019,"43,200","69,162 km",Automatic
Toyota Vios,Toyota,2017,"54,200","107,282 km",Automatic
Perodua Myvi,Perodua,2019,"43,200","71,442 km",Automatic
Toyota Wish,Toyota,2005,"23,400","206,700 km",Automatic
Toyota Vios,Toyota,2015,"36,900","92,739 km",Automatic
Perodua Bezza,Perodua,2018,"36,700","96,640 km",Automatic
Perodua Myvi,Perodua,2019,"45,800","69,260 km",Automatic
Perodua Bezza,Perodua,2018,"29,200","98,366 km",Automatic
Toyota Vios,Toyota,2013,"29,600","123,414 km",Automatic
Perodua Myvi,Perodua,2019,"45,800","65,653 km",Automatic
Perodua Myvi,Perodua,2015,"27,800","146,473 km",Automatic
Honda Jazz,Honda,2018,"61,400","111,720 km",Automatic
Mazda CX-5,Mazda,2021,"124,400","50,321 km",Automatic
Perodua AXIA,Perodua,2020,"34,700","62,311 km",Automatic
Perodua Myvi,Perodua,2014,"21,800","169,947 km",Automatic
Mazda CX-5,Mazda,2018,"86,000","86,584 km",Automatic
Toyota Yaris,Toyota,2020,"60,000","31,903 km",Automatic
Honda City,Honda,2014,"35,800","124,695 km",Automatic
Proton Saga,Proton,2017,"23,800","115,152 km",Automatic
Toyota Yaris,Toyota,2019,"62,900","91,289 km",Automatic
Nissan Almera,Nissan,2015,"23,800","98,434 km",Automatic
Honda CR-V,Honda,2019,"102,000","97,375 km",Automatic
Perodua Myvi,Perodua,2019,"43,200","93,940 km",Automatic
Perodua Aruz,Perodua,2019,"54,100","78,638 km",Automatic
Toyota Camry,Toyota,2018,"97,600","78,725 km",Automatic
Toyota Vios,Toyota,2018,"52,900","78,658 km",Automatic
Perodua Myvi,Perodua,2017,"39,100","79,269 km",Automatic
Perodua Myvi,Perodua,2019,"45,800","76,665 km",Automatic
Perodua Myvi,Perodua,2019,"45,800","65,499 km",Automatic
Honda City,Honda,2017,"51,200","121,807 km",Automatic
Toyota Yaris,Toyota,2019,"62,900","64,752 km",Automatic
Perodua Bezza,Perodua,2019,"35,800","92,562 km",Automatic
Perodua Myvi,Perodua,2019,"45,800","86,818 km",Automatic
Toyota Vios,Toyota,2018,"56,900","78,276 km",Automatic
Proton Saga,Proton,2019,"27,800","43,641 km",Automatic
Perodua Aruz,Perodua,2019,"54,400","39,578 km",Automatic
Volkswagen Tiguan,Volkswagen,2018,"76,800","106,314 km",Automatic
Proton Preve,Proton,2015,"19,100","120,104 km",Automatic
Perodua Bezza,Perodua,2018,"28,300","104,567 km",Automatic
Perodua Myvi,Perodua,2018,"40,800","96,525 km",Automatic
Proton Iriz,Proton,2015,"17,800","52,978 km",Automatic
Honda Jazz,Honda,2018,"61,400","101,069 km",Automatic
Perodua Bezza,Perodua,2016,"33,800","138,099 km",Automatic
Proton X70,Proton,2019,"55,900","96,388 km",Automatic
Toyota Avanza,Toyota,2007,"18,900","189,727 km",Automatic
Perodua Bezza,Perodua,2016,"32,800","152,762 km",Automatic
Proton Persona,Proton,2017,"29,900","95,597 km",Automatic
Perodua Myvi,Perodua,2019,"45,800","77,984 km",Automatic
Nissan Almera,Nissan,2016,"32,000","59,442 km",Automatic
Perodua Myvi,Perodua,2018,"43,400","105,209 km",Automatic
Toyota Yaris,Toyota,2020,"60,000","64,791 km",Automatic
Proton Saga,Proton,2021,"29,900","54,469 km",Automatic
Perodua Bezza,Perodua,2018,"33,800","102,417 km",Automatic
Proton X50,Proton,2021,"78,000","57,890 km",Automatic
Perodua Myvi,Perodua,2017,"36,600","118,395 km",Automatic
Perodua Bezza,Perodua,2018,"29,200","65,849 km",Automatic
Honda Jazz,Honda,2016,"52,000","130,181 km",Automatic
Perodua Bezza,Perodua,2019,"36,000","36,358 km",Automatic
Proton X70,Proton,2021,"76,800","53,176 km",Automatic
Perodua Myvi,Perodua,2018,"40,800","106,411 km",Automatic
Perodua Myvi,Perodua,2017,"36,600","138,099 km",Automatic
Proton Saga,Proton,2019,"26,800","55,701 km",Automatic
Perodua Myvi,Perodua,2018,"43,400","108,460 km",Automatic
Toyota Vios,Toyota,2017,"49,800","130,609 km",Automatic
Perodua Myvi,Perodua,2013,"19,000","236,609 km",Automatic
Perodua Myvi,Perodua,2015,"25,000","105,121 km",Automatic
Honda City,Honda,2020,"69,000","25,897 km",Automatic
Toyota Vios,Toyota,2018,"59,000","91,927 km",Automatic
Honda Jazz,Honda,2016,"52,900","45,205 km",Automatic
Toyota Estima,Toyota,2006,"40,800","165,113 km",Automatic
Honda Jazz,Honda,2017,"55,400","119,222 km",Automatic
Toyota Camry,Toyota,2021,"156,800","29,778 km",Automatic
Perodua Myvi,Perodua,2014,"22,900","170,393 km",Automatic
Honda HR-V,Honda,2018,"66,800","112,681 km",Automatic
Honda City,Honda,2017,"50,700","115,883 km",Automatic
Toyota Vios,Toyota,2015,"34,800","107,508 km",Automatic
Volkswagen Tiguan,Volkswagen,2018,"76,800","95,122 km",Automatic
Perodua Bezza,Perodua,2016,"32,800","96,963 km",Automatic
Perodua Bezza,Perodua,2016,"31,800","111,911 km",Automatic
Perodua Myvi,Perodua,2020,"46,800","73,943 km",Automatic
Perodua Myvi,Perodua,2019,"45,800","68,446 km",Automatic
Proton Saga,Proton,2017,"24,000","128,227 km",Automatic
Proton X50,Proton,2022,"76,800","36,663 km",Automatic
Proton X50,Proton,2022,"76,200","37,710 km",Automatic
Perodua Bezza,Perodua,2016,"31,800","82,838 km",Automatic
Proton Saga,Proton,2017,"24,000","110,293 km",Automatic
Perodua Bezza,Perodua,2017,"35,000","78,419 km",Automatic
Perodua Bezza,Perodua,2018,"36,200","121,555 km",Automatic
Perodua Bezza,Perodua,2017,"33,100","135,282 km",Automatic
Perodua Bezza,Perodua,2017,"33,100","63,786 km",Automatic
Mazda CX-5,Mazda,2017,"79,800","121,091 km",Automatic
Perodua Myvi,Perodua,2017,"39,100","99,112 km",Automatic
Honda Jazz,Honda,2018,"65,000","39,500 km",Automatic
Perodua Myvi,Perodua,2017,"37,100","95,857 km",Automatic
Volkswagen Polo,Volkswagen,2019,"44,400","79,905 km",Automatic
Perodua Ativa,Perodua,2022,"63,900","44,664 km",Automatic
Toyota Corolla,Toyota,2020,"91,900","34,604 km",Automatic
Perodua Myvi,Perodua,2021,"46,800","50,133 km",Automatic
Perodua Ativa,Perodua,2021,"61,900","45,726 km",Automatic
Proton Persona,Proton,2016,"24,800","132,169 km",Automatic
Proton Persona,Proton,2016,"23,800","109,972 km",Automatic
Perodua Bezza,Perodua,2017,"33,100","86,507 km",Automatic
Perodua Myvi,Perodua,2024,"53,800","15,698 km",Automatic
Perodua Myvi,Perodua,2015,"25,000","146,866 km",Automatic
Volkswagen Tiguan,Volkswagen,2022,"175,000","35,298 km",Automatic
Perodua Ativa,Perodua,2022,"63,900","38,031 km",Automatic
Perodua Bezza,Perodua,2017,"33,100","80,705 km",Automatic
Honda HR-V,Honda,2016,"56,000","146,281 km",Automatic
Toyota Yaris,Toyota,2019,"62,800","69,068 km",Automatic
Mitsubishi Xpander,Mitsubishi,2021,"79,800","51,611 km",Automatic
Proton Saga,Proton,2022,"30,500","15,279 km",Automatic
Volkswagen Tiguan,Volkswagen,2018,"76,800","111,687 km",Automatic
Toyota Corolla,Toyota,2017,"64,800","119,931 km",Automatic
Proton X70,Proton,2021,"73,500","44,761 km",Automatic
Nissan Grand,Nissan,2017,"41,900","128,487 km",Automatic
Proton X70,Proton,2019,"60,000","60,698 km",Automatic
Toyota Yaris,Toyota,2019,"62,800","50,342 km",Automatic
Honda Accord,Honda,2016,"65,000","124,591 km",Automatic
Perodua Myvi,Perodua,2020,"46,800","79,471 km",Automatic
Perodua AXIA,Perodua,2019,"29,400","102,722 km",Automatic
Perodua Alza,Perodua,2020,"56,400","83,998 km",Automatic
Proton X70,Proton,2021,"75,800","43,704 km",Automatic
Proton X90,Proton,2023,"105,000","22,073 km",Automatic
Perodua Myvi,Perodua,2018,"43,500","59,573 km",Automatic
Proton Saga,Proton,2019,"26,800","70,818 km",Automatic
Mazda CX-5,Mazda,2017,"79,800","137,405 km",Automatic
Perodua AXIA,Perodua,2020,"31,700","72,714 km",Automatic
Volvo S60,Volvo,2021,"169,000","67,159 km",Automatic
Proton Ertiga,Proton,2017,"31,200","108,724 km",Automatic
Proton Saga,Proton,2019,"27,800","51,160 km",Automatic
Honda Accord,Honda,2013,"35,800","177,693 km",Automatic
Toyota Camry,Toyota,2015,"59,200","91,481 km",Automatic
Mazda CX-3,Mazda,2016,"62,800","111,200 km",Automatic
Toyota Vios,Toyota,2011,"25,900","158,021 km",Automatic
Mazda CX-3,Mazda,2017,"67,200","124,466 km",Automatic
Perodua Myvi,Perodua,2020,"46,800","56,158 km",Automatic
Honda City,Honda,2019,"61,200","83,488 km",Automatic
Mazda CX-5,Mazda,2018,"91,000","115,218 km",Automatic
Volkswagen Jetta,Volkswagen,2011,"18,800","103,818 km",Automatic
Proton Saga,Proton,2020,"29,700","59,626 km",Automatic
Perodua Aruz,Perodua,2020,"56,800","49,734 km",Automatic
Mercedes-Benz E200,Mercedes-Benz,2021,"236,000","38,187 km",Automatic
Proton Persona,Proton,2020,"33,800","68,562 km",Automatic
Perodua Bezza,Perodua,2016,"34,200","102,015 km",Automatic
Volkswagen Vento,Volkswagen,2019,"40,000","78,938 km",Automatic
Toyota Yaris,Toyota,2021,"66,400","59,527 km",Automatic
Perodua Myvi,Perodua,2021,"43,000","50,635 km",Automatic
Mazda 2,Mazda,2012,"19,800","126,876 km",Automatic
Toyota Corolla,Toyota,2015,"51,900","129,418 km",Automatic
Honda CR-V,Honda,2022,"135,400","33,628 km",Automatic
Proton X70,Proton,2019,"64,900","95,251 km",Automatic
Toyota Alphard,Toyota,2020,"229,400","48,795 km",Automatic
Honda CR-V,Honda,2017,"92,200","112,339 km",Automatic
Perodua Myvi,Perodua,2017,"41,600","68,246 km",Automatic
Honda CR-V,Honda,2019,"103,600","97,517 km",Automatic
Perodua Myvi,Perodua,2017,"41,000","86,560 km",Automatic
Nissan X-Trail,Nissan,2017,"53,900","111,312 km",Automatic
Perodua Bezza,Perodua,2017,"34,200","129,164 km",Automatic
Perodua Myvi,Perodua,2018,"43,800","95,309 km",Automatic
Honda Jazz,Honda,2015,"41,400","110,921 km",Automatic
Proton Saga,Proton,2022,"35,500","19,468 km",Automatic
Perodua Bezza,Perodua,2019,"36,200","96,245 km",Automatic
Proton X70,Proton,2021,"79,500","48,075 km",Automatic
Perodua Ativa,Perodua,2023,"66,000","12,090 km",Automatic
Perodua Bezza,Perodua,2020,"43,700","81,694 km",Automatic
Perodua Myvi,Perodua,2018,"41,400","67,854 km",Automatic
Toyota Vios,Toyota,2014,"37,900","155,269 km",Automatic
Perodua Alza,Perodua,2011,"21,900","187,641 km",Automatic
Proton Saga,Proton,2016,"24,200","77,404 km",Automatic
Perodua Bezza,Perodua,2020,"39,700","72,619 km",Automatic
Proton Persona,Proton,2017,"30,000","113,774 km",Automatic
Toyota Vios,Toyota,2010,"24,900","181,990 km",Automatic
Proton Persona,Proton,2016,"24,400","128,195 km",Automatic
Proton Saga,Proton,2021,"33,000","50,233 km",Automatic
Toyota Vios,Toyota,2015,"37,900","152,970 km",Automatic
Perodua Alza,Perodua,2019,"55,900","73,562 km",Automatic
Perodua Aruz,Perodua,2019,"53,900","90,877 km",Automatic
Perodua AXIA,Perodua,2016,"28,900","90,911 km",Automatic
Perodua Bezza,Perodua,2016,"26,000","133,794 km",Automatic
Mazda CX-3,Mazda,2017,"67,800","98,391 km",Automatic
Perodua AXIA,Perodua,2019,"31,500","70,923 km",Automatic
Proton Saga,Proton,2023,"39,400","15,548 km",Automatic
Perodua Myvi,Perodua,2018,"41,400","79,092 km",Automatic
Honda City,Honda,2017,"46,200","71,425 km",Automatic
Toyota Vios,Toyota,2017,"48,800","92,136 km",Automatic
Honda Jazz,Honda,2014,"40,900","93,859 km",Automatic
Perodua Myvi,Perodua,2019,"43,800","50,182 km",Automatic
Perodua Myvi,Perodua,2020,"45,900","52,186 km",Automatic
Proton Iriz,Proton,2019,"35,900","39,809 km",Automatic
Perodua Bezza,Perodua,2019,"36,200","95,644 km",Automatic
Proton Suprima,Proton,2014,"22,900","75,901 km",Automatic
Toyota Yaris,Toyota,2021,"66,400","30,405 km",Automatic
Nissan Grand,Nissan,2015,"33,900","131,911 km",Automatic
Honda Jazz,Honda,2015,"43,400","150,414 km",Automatic
Perodua Aruz,Perodua,2019,"54,100","79,499 km",Automatic
Neta V,Neta,2024,"76,700",18 km,Automatic
Neta V,Neta,2024,"76,700",185 km,Automatic
Neta V,Neta,2024,"76,700",185 km,Automatic
Neta V,Neta,2024,"76,700",185 km,Automatic
Neta V,Neta,2024,"76,700",18 km,Automatic
Neta V,Neta,2024,"76,700",185 km,Automatic
Neta V,Neta,2024,"76,700",185 km,Automatic
Perodua Myvi,Perodua,2013,"21,500","195,775 km",Automatic
Perodua AXIA,Perodua,2016,"24,800","96,993 km",Automatic
Toyota Vios,Toyota,2007,"22,800","185,099 km",Automatic
Perodua AXIA,Perodua,2017,"27,800","145,312 km",Automatic
Honda CR-V,Honda,2011,"27,000","154,368 km",Automatic
Mazda CX-5,Mazda,2018,"91,000","107,210 km",Automatic
Proton Exora,Proton,2014,"21,400","161,817 km",Automatic
Honda Accord,Honda,2014,"48,400","162,190 km",Automatic
Honda Jazz,Honda,2013,"33,400","125,424 km",Automatic
Honda Civic,Honda,2015,"46,900","131,210 km",Automatic
Nissan Almera,Nissan,2014,"22,400","174,646 km",Automatic
Perodua Myvi,Perodua,2019,"45,400","108,839 km",Automatic
Toyota C-HR,Toyota,2018,"95,000","103,581 km",Automatic
Nissan Sylphy,Nissan,2014,"28,600","177,937 km",Automatic
Perodua Bezza,Perodua,2017,"34,700","88,950 km",Automatic
Perodua Myvi,Perodua,2019,"45,400","103,145 km",Automatic
Proton Saga,Proton,2016,"23,000","140,407 km",Automatic
Perodua Bezza,Perodua,2016,"31,800","133,044 km",Automatic
Proton X70,Proton,2020,"64,900","78,883 km",Automatic
Mazda CX-5,Mazda,2021,"123,500","50,140 km",Automatic
Perodua Aruz,Perodua,2020,"56,000","41,429 km",Automatic
Perodua Myvi,Perodua,2020,"47,000","55,453 km",Automatic
Toyota C-HR,Toyota,2018,"95,900","88,512 km",Automatic
Perodua Ativa,Perodua,2022,"63,900","42,918 km",Automatic
Perodua Myvi,Perodua,2017,"40,000","73,392 km",Automatic
Perodua AXIA,Perodua,2017,"28,600","135,552 km",Automatic
Toyota C-HR,Toyota,2019,"102,900","57,362 km",Automatic
Honda CR-V,Honda,2018,"91,900","111,099 km",Automatic
Proton Exora,Proton,2020,"44,400","69,977 km",Automatic
Perodua AXIA,Perodua,2017,"26,000","142,314 km",Automatic
Proton Saga,Proton,2019,"28,000","62,594 km",Automatic
Perodua Aruz,Perodua,2021,"57,000","42,427 km",Automatic
Mazda CX-5,Mazda,2017,"83,900","129,599 km",Automatic
Honda Jazz,Honda,2018,"57,900","62,485 km",Automatic
Toyota Vios,Toyota,2014,"35,400","136,420 km",Automatic
Proton Saga,Proton,2019,"31,000","91,488 km",Automatic
Perodua Myvi,Perodua,2021,"49,000","50,620 km",Automatic
Volkswagen Passat,Volkswagen,2014,"25,900","139,005 km",Automatic
Perodua Myvi,Perodua,2018,"43,000","80,246 km",Automatic
Proton X50,Proton,2021,"70,800","51,006 km",Automatic
Toyota Vios,Toyota,2014,"38,400","71,356 km",Automatic
Toyota Yaris,Toyota,2019,"63,000","54,684 km",Automatic
Perodua Aruz,Perodua,2019,"53,500","107,770 km",Automatic
Perodua Myvi,Perodua,2017,"37,100","95,428 km",Automatic
Perodua Myvi,Perodua,2018,"43,800","83,683 km",Automatic
Nissan Grand,Nissan,2011,"16,900","150,753 km",Automatic
Honda Jazz,Honda,2016,"52,000","129,437 km",Automatic
Perodua Myvi,Perodua,2016,"34,200","119,761 km",Automatic
Perodua Myvi,Perodua,2017,"36,600","140,027 km",Automatic
Perodua Bezza,Perodua,2017,"34,000","135,139 km",Automatic
Perodua Myvi,Perodua,2018,"43,000","91,951 km",Automatic
Perodua Bezza,Perodua,2022,"42,400","32,640 km",Automatic
Perodua Myvi,Perodua,2015,"26,000","96,119 km",Automatic
Perodua Aruz,Perodua,2019,"54,000","65,953 km",Automatic
Proton X70,Proton,2022,"83,000","38,791 km",Automatic
Honda Jazz,Honda,2016,"52,000","92,154 km",Automatic
Honda HR-V,Honda,2017,"60,000","106,382 km",Automatic
Mazda CX-5,Mazda,2012,"36,900","178,676 km",Automatic
Mitsubishi Xpander,Mitsubishi,2022,"83,900","29,201 km",Automatic
Perodua Myvi,Perodua,2021,"49,000","58,639 km",Automatic
Perodua Myvi,Perodua,2017,"41,200","94,234 km",Automatic
Perodua Bezza,Perodua,2019,"36,000","96,806 km",Automatic
Proton X50,Proton,2021,"79,900","48,462 km",Automatic
Perodua Myvi,Perodua,2017,"37,100","92,777 km",Automatic
Honda Jazz,Honda,2014,"40,400","173,211 km",Automatic
Perodua Aruz,Perodua,2019,"54,000","69,632 km",Automatic
Perodua AXIA,Perodua,2020,"35,400","68,721 km",Automatic
Perodua Myvi,Perodua,2016,"34,000","133,467 km",Automatic
Proton Saga,Proton,2020,"32,600","48,235 km",Automatic
Perodua Myvi,Perodua,2018,"43,000","100,957 km",Automatic
Perodua Aruz,Perodua,2020,"54,900","83,705 km",Automatic
Renault Captur,Renault,2019,"42,000","53,483 km",Automatic
Honda Civic,Honda,2020,"105,400","57,658 km",Automatic
Perodua Myvi,Perodua,2022,"50,200","26,242 km",Automatic
Perodua AXIA,Perodua,2019,"31,600","102,818 km",Automatic
Perodua Aruz,Perodua,2021,"60,100","38,615 km",Automatic
Perodua Myvi,Perodua,2020,"47,000","80,843 km",Automatic
Perodua Bezza,Perodua,2016,"33,000","112,226 km",Automatic
Mercedes-Benz A200,Mercedes-Benz,2017,"108,800","94,574 km",Automatic
Toyota Corolla,Toyota,2012,"31,900","180,831 km",Automatic
Proton X70,Proton,2020,"71,900","50,509 km",Automatic
Perodua Myvi,Perodua,2021,"48,000","51,014 km",Automatic
Perodua Myvi,Perodua,2017,"36,100","99,436 km",Automatic
Proton Persona,Proton,2017,"30,000","127,106 km",Automatic
Toyota Yaris,Toyota,2019,"63,000","80,304 km",Automatic
Honda CR-V,Honda,2014,"42,900","166,682 km",Automatic
Nissan Grand,Nissan,2012,"23,400","141,207 km",Automatic
Perodua Myvi,Perodua,2019,"45,800","97,939 km",Automatic
Toyota Vios,Toyota,2017,"53,800","115,343 km",Automatic
Honda City,Honda,2019,"61,200","92,656 km",Automatic
Perodua Bezza,Perodua,2019,"36,200","76,914 km",Automatic
Proton Preve,Proton,2012,"15,900","119,836 km",Automatic
Honda HR-V,Honda,2016,"57,000","104,965 km",Automatic
Proton Saga,Proton,2019,"28,500","97,957 km",Automatic
Proton Saga,Proton,2017,"27,200","127,630 km",Automatic
Suzuki Swift,Suzuki,2010,"17,900","198,826 km",Automatic
Perodua AXIA,Perodua,2018,"32,900","59,341 km",Automatic
Proton Saga,Proton,2020,"29,000","70,187 km",Automatic
Perodua Myvi,Perodua,2017,"36,200","97,987 km",Automatic
Perodua Bezza,Perodua,2017,"35,200","129,844 km",Automatic
Proton X50,Proton,2021,"79,900","67,556 km",Automatic
Perodua AXIA,Perodua,2017,"26,600","81,570 km",Automatic
Nissan Almera,Nissan,2022,"65,900","36,684 km",Automatic
Proton Iriz,Proton,2020,"37,000","65,157 km",Automatic
Mazda CX-5,Mazda,2018,"91,900","78,275 km",Automatic
Proton X50,Proton,2021,"79,900","48,732 km",Automatic
Proton Iriz,Proton,2017,"29,800","57,523 km",Automatic
Toyota Vios,Toyota,2021,"70,400","42,792 km",Automatic
Nissan Almera,Nissan,2014,"22,900","71,582 km",Automatic
Perodua Myvi,Perodua,2020,"47,000","74,794 km",Automatic
Perodua Myvi,Perodua,2014,"22,900","173,491 km",Automatic
Proton Iriz,Proton,2015,"19,900","102,542 km",Automatic
Perodua Myvi,Perodua,2012,"23,400","157,497 km",Automatic
Mercedes-Benz A200,Mercedes-Benz,2021,"156,500","22,318 km",Automatic
Proton X50,Proton,2021,"79,900","54,187 km",Automatic
Perodua AXIA,Perodua,2016,"26,100","146,837 km",Automatic
Mazda CX-3,Mazda,2018,"82,900","73,892 km",Automatic
Toyota Vios,Toyota,2019,"64,900","79,824 km",Automatic
Perodua Bezza,Perodua,2016,"32,200","104,661 km",Automatic
Perodua Myvi,Perodua,2020,"45,000","56,513 km",Automatic
Mazda CX-5,Mazda,2018,"91,000","120,057 km",Automatic
Mazda CX-3,Mazda,2018,"81,900","119,056 km",Automatic
Proton Saga,Proton,2016,"23,000","114,316 km",Automatic
Perodua Myvi,Perodua,2020,"48,000","74,712 km",Automatic
Nissan Almera,Nissan,2020,"65,400","75,880 km",Automatic
Proton Exora,Proton,2019,"42,000","83,380 km",Automatic
Mazda CX-3,Mazda,2018,"82,900","33,231 km",Automatic
Perodua AXIA,Perodua,2022,"34,000","44,337 km",Automatic
Perodua Myvi,Perodua,2021,"48,000","27,824 km",Automatic
Proton Preve,Proton,2015,"20,000","107,416 km",Automatic
Perodua Aruz,Perodua,2019,"54,000","73,176 km",Automatic
Perodua Myvi,Perodua,2023,"52,400","10,149 km",Automatic
Perodua Bezza,Perodua,2021,"42,000","44,688 km",Automatic
Proton Saga,Proton,2019,"27,000","77,466 km",Automatic
Mazda CX-5,Mazda,2018,"91,900","95,864 km",Automatic
Volkswagen Polo,Volkswagen,2018,"36,400","106,489 km",Automatic
Volkswagen Passat,Volkswagen,2011,"20,400","93,299 km",Automatic
Perodua Myvi,Perodua,2019,"45,400","105,800 km",Automatic
Mazda 2,Mazda,2016,"44,400","142,091 km",Automatic
Perodua Myvi,Perodua,2015,"25,900","160,625 km",Automatic
Honda CR-V,Honda,2014,"42,900","182,662 km",Automatic
Perodua Bezza,Perodua,2016,"33,000","67,487 km",Automatic
Honda Civic,Honda,2017,"79,900","81,987 km",Automatic
Volkswagen Polo,Volkswagen,2012,"18,400","191,579 km",Automatic
Toyota Vios,Toyota,2016,"46,000","119,592 km",Automatic
Volkswagen Polo,Volkswagen,2018,"36,900","96,154 km",Automatic
Perodua AXIA,Perodua,2022,"40,900","41,233 km",Automatic
Honda BR-V,Honda,2017,"49,000","110,611 km",Automatic
Proton X50,Proton,2021,"72,900","56,955 km",Automatic
Perodua AXIA,Perodua,2021,"33,200","45,584 km",Automatic
Proton X70,Proton,2019,"64,900","94,408 km",Automatic
Perodua Bezza,Perodua,2017,"35,200","120,749 km",Automatic
Perodua Bezza,Perodua,2017,"34,000","109,847 km",Automatic
Mazda 3,Mazda,2019,"95,000","78,004 km",Automatic
Honda Jazz,Honda,2015,"43,400","135,245 km",Automatic
Perodua AXIA,Perodua,2015,"21,400","88,687 km",Automatic
Toyota Vios,Toyota,2022,"74,400","32,299 km",Automatic
Perodua Myvi,Perodua,2017,"37,100","62,812 km",Automatic
Perodua Bezza,Perodua,2018,"35,200","73,649 km",Automatic
Toyota Yaris,Toyota,2019,"60,000","56,165 km",Automatic
Perodua Alza,Perodua,2019,"50,400","93,567 km",Automatic
Honda HR-V,Honda,2016,"57,000","133,337 km",Automatic
Honda HR-V,Honda,2018,"67,500","114,675 km",Automatic
Perodua Aruz,Perodua,2019,"53,500","104,878 km",Automatic
Toyota Yaris,Toyota,2023,"70,400","27,859 km",Automatic
Proton X50,Proton,2022,"83,000","21,716 km",Automatic
Proton Exora,Proton,2013,"19,400","191,868 km",Automatic
Mazda CX-3,Mazda,2019,"85,900","61,002 km",Automatic
Perodua Aruz,Perodua,2020,"56,000","53,052 km",Automatic
Perodua Aruz,Perodua,2019,"54,000","54,093 km",Automatic
Honda Civic,Honda,2020,"106,400","64,433 km",Automatic
Honda Civic,Honda,2017,"79,900","76,000 km",Automatic
Perodua Myvi,Perodua,2018,"41,000","70,652 km",Automatic
Proton X70,Proton,2019,"58,900","93,127 km",Automatic
Peugeot 3008,Peugeot,2018,"68,400","80,482 km",Automatic
Volkswagen Passat,Volkswagen,2011,"19,800","165,970 km",Automatic
Perodua AXIA,Perodua,2020,"32,400","66,438 km",Automatic
