Model,Brand,Year,Price,Mileage,Transmission
Perodua Bezza,Perodua,2017,"34,000","136,976 km",Automatic
Renault Captur,Renault,2019,"42,000","41,405 km",Automatic
Perodua Bezza,Perodua,2016,"32,200","117,750 km",Automatic
Perodua Aruz,Perodua,2021,"57,000","58,888 km",Automatic
Perodua Myvi,Perodua,2017,"37,100","38,787 km",Automatic
Perodua Bezza,Perodua,2019,"36,700","86,810 km",Automatic
Toyota Vios,Toyota,2016,"46,000","121,185 km",Automatic
Perodua Ativa,Perodua,2022,"63,900","30,186 km",Automatic
Kia Optima,Kia,2015,"40,400","136,675 km",Automatic
Perodua Myvi,Perodua,2019,"38,900","90,420 km",Automatic
Honda CR-V,Honda,2013,"40,400","158,149 km",Automatic
Honda CR-V,Honda,2015,"55,400","161,684 km",Automatic
Perodua Alza,Perodua,2011,"21,900","190,133 km",Automatic
Proton Saga,Proton,2023,"37,000","20,579 km",Automatic
Perodua Bezza,Perodua,2017,"34,000","52,553 km",Automatic
Mazda 2,Mazda,2016,"44,400","137,721 km",Automatic
Proton X70,Proton,2021,"78,000","57,361 km",Automatic
Perodua Myvi,Perodua,2019,"43,000","68,939 km",Automatic
Honda Jazz,Honda,2020,"65,000","60,134 km",Automatic
Honda Jazz,Honda,2018,"61,400","110,525 km",Automatic
Perodua AXIA,Perodua,2018,"32,400","107,047 km",Automatic
Perodua Myvi,Perodua,2015,"25,900","97,236 km",Automatic
Perodua Myvi,Perodua,2018,"43,000","116,720 km",Automatic
Perodua Ativa,Perodua,2022,"63,900","36,156 km",Automatic
Proton Saga,Proton,2017,"24,000","130,808 km",Automatic
Toyota Yaris,Toyota,2019,"60,000","77,979 km",Automatic
Nissan Almera,Nissan,2024,"73,000","1,983 km",Automatic
Perodua Bezza,Perodua,2017,"34,000","131,439 km",Automatic
Perodua Bezza,Perodua,2018,"34,000","102,556 km",Automatic
Mazda CX-3,Mazda,2020,"89,900","58,959 km",Automatic
Subaru XV,Subaru,2022,"114,400","27,295 km",Automatic
Perodua AXIA,Perodua,2016,"28,100","132,481 km",Automatic
Perodua Myvi,Perodua,2014,"25,500","166,246 km",Automatic
Perodua AXIA,Perodua,2020,"32,400","35,847 km",Automatic
Perodua Alza,Perodua,2014,"31,900","102,598 km",Automatic
Perodua Myvi,Perodua,2018,"43,400","109,814 km",Automatic
Mercedes-Benz GLC250,Mercedes-Benz,2018,"170,400","92,559 km",Automatic
Proton Iriz,Proton,2016,"22,800","94,542 km",Automatic
Honda Civic,Honda,2020,"100,400","60,439 km",Automatic
Perodua Myvi,Perodua,2021,"41,100","33,739 km",Automatic
Honda BR-V,Honda,2018,"52,400","112,457 km",Automatic
Toyota Corolla,Toyota,2021,"106,900","41,002 km",Automatic
Proton Iriz,Proton,2022,"41,900","19,562 km",Automatic
Nissan Serena,Nissan,2020,"96,900","49,720 km",Automatic
Mazda CX-5,Mazda,2018,"91,900","82,507 km",Automatic
Perodua Ativa,Perodua,2021,"62,800","46,038 km",Automatic
Proton X70,Proton,2022,"83,000","29,530 km",Automatic
Perodua AXIA,Perodua,2018,"34,400","62,020 km",Automatic
Honda Civic,Honda,2017,"79,400","106,341 km",Automatic
Honda Jazz,Honda,2016,"50,000","136,481 km",Automatic
Perodua Myvi,Perodua,2016,"34,800","79,174 km",Automatic
Honda HR-V,Honda,2016,"57,000","97,280 km",Automatic
Perodua Bezza,Perodua,2017,"35,000","104,520 km",Automatic
Perodua AXIA,Perodua,2018,"34,400","91,714 km",Automatic
Proton Saga,Proton,2023,"34,500","11,994 km",Automatic
Honda CR-V,Honda,2017,"92,000","103,244 km",Automatic
Perodua AXIA,Perodua,2019,"34,400","91,237 km",Automatic
Mazda CX-5,Mazda,2018,"89,400","60,959 km",Automatic
Perodua Bezza,Perodua,2018,"38,100","49,453 km",Automatic
Honda Jazz,Honda,2017,"51,000","99,915 km",Automatic
Honda Accord,Honda,2015,"50,900","151,940 km",Automatic
Perodua AXIA,Perodua,2018,"32,900","75,602 km",Automatic
Perodua Aruz,Perodua,2019,"54,000","68,360 km",Automatic
Perodua Ativa,Perodua,2022,"63,900","44,178 km",Automatic
Nissan Almera,Nissan,2019,"42,800","70,921 km",Automatic
Perodua Ativa,Perodua,2021,"62,800","37,750 km",Automatic
Proton Saga,Proton,2022,"32,400","37,047 km",Automatic
Honda Accord,Honda,2014,"46,400","102,290 km",Automatic
Perodua Myvi,Perodua,2016,"29,000","118,717 km",Automatic
Perodua Bezza,Perodua,2018,"38,000","120,452 km",Automatic
Proton Saga,Proton,2020,"29,000","61,614 km",Automatic
Perodua Alza,Perodua,2019,"50,400","89,732 km",Automatic
Perodua Myvi,Perodua,2021,"49,000","57,800 km",Automatic
Perodua AXIA,Perodua,2020,"35,400","60,390 km",Automatic
Perodua Myvi,Perodua,2018,"43,800","74,560 km",Automatic
Honda City,Honda,2014,"36,800","138,261 km",Automatic
Honda CR-V,Honda,2022,"135,800","18,945 km",Automatic
Perodua Bezza,Perodua,2018,"34,900","51,030 km",Automatic
Proton Iriz,Proton,2016,"22,400","143,361 km",Automatic
Honda City,Honda,2016,"43,000","131,216 km",Automatic
Honda CR-V,Honda,2018,"86,000","84,525 km",Automatic
Perodua Myvi,Perodua,2015,"25,900","167,233 km",Automatic
Proton X70,Proton,2021,"69,000","44,606 km",Automatic
Perodua AXIA,Perodua,2018,"28,000","104,327 km",Automatic
Perodua Myvi,Perodua,2018,"41,000","87,772 km",Automatic
Honda CR-V,Honda,2022,"135,000","23,298 km",Automatic
Perodua Myvi,Perodua,2017,"36,900","107,948 km",Automatic
Proton X70,Proton,2021,"78,000","47,502 km",Automatic
Perodua Aruz,Perodua,2019,"54,000","99,481 km",Automatic
Honda City,Honda,2020,"67,000","61,015 km",Automatic
Perodua Myvi,Perodua,2014,"27,900","97,860 km",Automatic
BMW 320i,BMW,2014,"61,800","96,508 km",Automatic
Toyota Vios,Toyota,2015,"39,900","163,443 km",Automatic
Perodua Myvi,Perodua,2015,"28,900","122,945 km",Automatic
Perodua Myvi,Perodua,2015,"25,900","149,615 km",Automatic
Perodua Bezza,Perodua,2017,"34,000","136,762 km",Automatic
Subaru XV,Subaru,2018,"69,400","74,678 km",Automatic
Toyota Vios,Toyota,2014,"37,400","175,996 km",Automatic
Perodua Bezza,Perodua,2017,"35,000","104,845 km",Automatic
Perodua Bezza,Perodua,2016,"31,800","154,575 km",Automatic
Proton Iriz,Proton,2021,"39,900","45,192 km",Automatic
Proton Iriz,Proton,2017,"29,400","105,295 km",Automatic
Honda Jazz,Honda,2016,"52,000","112,279 km",Automatic
Proton X90,Proton,2023,"106,700",126 km,Automatic
Perodua Myvi,Perodua,2018,"43,800","121,888 km",Automatic
Toyota Vios,Toyota,2017,"50,000","95,310 km",Automatic
Perodua AXIA,Perodua,2017,"26,900","99,078 km",Automatic
Perodua Aruz,Perodua,2020,"56,000","59,848 km",Automatic
Proton Saga,Proton,2018,"26,000","75,801 km",Automatic
BMW 218i,BMW,2020,"136,500","50,696 km",Automatic
Toyota Vios,Toyota,2016,"46,000","137,880 km",Automatic
Perodua Bezza,Perodua,2017,"34,000","83,576 km",Automatic
Honda City,Honda,2019,"59,000","72,128 km",Automatic
Perodua AXIA,Perodua,2019,"32,000","74,069 km",Automatic
Proton Iriz,Proton,2020,"35,400","57,420 km",Automatic
Perodua Myvi,Perodua,2019,"46,000","85,478 km",Automatic
Perodua AXIA,Perodua,2017,"26,400","123,817 km",Automatic
Perodua Alza,Perodua,2020,"49,900","45,082 km",Automatic
Honda Jazz,Honda,2014,"42,400","130,498 km",Automatic
Honda City,Honda,2017,"55,000","66,802 km",Automatic
Honda Jazz,Honda,2014,"42,400","116,988 km",Automatic
Honda CR-V,Honda,2016,"59,000","153,117 km",Automatic
Perodua Alza,Perodua,2014,"32,400","172,266 km",Automatic
Toyota Vios,Toyota,2017,"50,000","72,593 km",Automatic
Perodua Myvi,Perodua,2021,"49,000","50,086 km",Automatic
Proton Saga,Proton,2018,"25,400","92,441 km",Automatic
Mazda 2,Mazda,2015,"37,900","107,302 km",Automatic
Proton Saga,Proton,2017,"24,000","120,024 km",Automatic
Proton X70,Proton,2021,"78,000","43,056 km",Automatic
Perodua Myvi,Perodua,2021,"40,300","61,738 km",Automatic
Perodua Bezza,Perodua,2019,"36,000","103,194 km",Automatic
Perodua Bezza,Perodua,2017,"33,400","115,196 km",Automatic
Toyota Yaris,Toyota,2019,"63,000","87,156 km",Automatic
Perodua Myvi,Perodua,2016,"34,800","109,152 km",Automatic
Proton X70,Proton,2020,"71,900","65,226 km",Automatic
Toyota Vios,Toyota,2017,"51,100","132,037 km",Automatic
Perodua Myvi,Perodua,2016,"34,000","116,618 km",Automatic
Proton Saga,Proton,2018,"25,000","106,855 km",Automatic
Mazda 2,Mazda,2016,"44,400","160,751 km",Automatic
Nissan Almera,Nissan,2017,"34,000","122,571 km",Automatic
Perodua Myvi,Perodua,2012,"22,900","113,479 km",Automatic
Subaru XV,Subaru,2018,"69,400","91,543 km",Automatic
Perodua AXIA,Perodua,2017,"26,300","116,710 km",Automatic
Perodua Bezza,Perodua,2016,"33,000","87,407 km",Automatic
Toyota Yaris,Toyota,2022,"74,400","30,367 km",Automatic
Honda Civic,Honda,2021,"113,900","24,502 km",Automatic
Perodua Myvi,Perodua,2019,"46,000","66,298 km",Automatic
Nissan Almera,Nissan,2015,"25,900","135,231 km",Automatic
Perodua AXIA,Perodua,2022,"37,000","35,557 km",Automatic
Toyota Vios,Toyota,2021,"64,900","56,787 km",Automatic
Toyota Yaris,Toyota,2020,"61,000","60,596 km",Automatic
Perodua AXIA,Perodua,2018,"28,400","97,392 km",Automatic
Perodua Myvi,Perodua,2019,"43,000","101,462 km",Automatic
Toyota Yaris,Toyota,2020,"61,000","39,037 km",Automatic
Perodua Bezza,Perodua,2016,"33,000","156,608 km",Automatic
Perodua Myvi,Perodua,2014,"21,900","152,526 km",Automatic
Perodua Myvi,Perodua,2017,"36,900","55,060 km",Automatic
Proton X70,Proton,2020,"64,900","51,924 km",Automatic
Toyota Corolla,Toyota,2021,"106,900","14,873 km",Automatic
Perodua AXIA,Perodua,2022,"37,400","42,400 km",Automatic
Perodua Myvi,Perodua,2019,"46,000","98,993 km",Automatic
Proton Preve,Proton,2018,"31,900","103,367 km",Automatic
Proton Iriz,Proton,2022,"41,900","33,128 km",Automatic
Perodua Aruz,Perodua,2021,"59,000","52,817 km",Automatic
Proton X50,Proton,2021,"79,900","44,301 km",Automatic
Proton Saga,Proton,2023,"37,500","4,346 km",Automatic
Perodua Bezza,Perodua,2019,"36,000","75,451 km",Automatic
Proton X50,Proton,2021,"72,900","58,743 km",Automatic
Perodua Myvi,Perodua,2018,"43,000","74,167 km",Automatic
Perodua Myvi,Perodua,2017,"40,000","116,130 km",Automatic
Perodua Myvi,Perodua,2015,"28,900","162,099 km",Automatic
Toyota Yaris,Toyota,2020,"61,000","69,464 km",Automatic
Perodua Myvi,Perodua,2017,"41,000","130,678 km",Automatic
Renault Captur,Renault,2019,"38,500","118,509 km",Automatic
Perodua AXIA,Perodua,2018,"32,900","63,551 km",Automatic
Proton Saga,Proton,2021,"32,900","57,735 km",Automatic
Nissan X-Trail,Nissan,2020,"68,000","68,960 km",Automatic
Nissan X-Trail,Nissan,2020,"68,000","55,711 km",Automatic
Renault Captur,Renault,2019,"38,500","101,876 km",Automatic
Renault Koleos,Renault,2020,"91,800","73,019 km",Automatic
Renault Koleos,Renault,2020,"90,800","144,420 km",Automatic
Honda City,Honda,2019,"59,000","88,287 km",Automatic
Nissan X-Trail,Nissan,2020,"69,400","35,260 km",Automatic
Renault Captur,Renault,2019,"39,800","66,750 km",Automatic
Renault Koleos,Renault,2020,"89,800","99,543 km",Automatic
Nissan Serena,Nissan,2021,"99,900","50,518 km",Automatic
Toyota Yaris,Toyota,2019,"60,000","67,270 km",Automatic
Perodua Bezza,Perodua,2018,"31,000","74,649 km",Automatic
Nissan Almera,Nissan,2015,"26,400","88,733 km",Automatic
Perodua AXIA,Perodua,2014,"20,900","152,448 km",Automatic
Perodua Myvi,Perodua,2018,"35,400","132,416 km",Automatic
Proton Saga,Proton,2017,"24,000","48,228 km",Automatic
Proton Persona,Proton,2018,"30,000","111,351 km",Automatic
Perodua AXIA,Perodua,2016,"27,400","71,131 km",Automatic
Perodua Myvi,Perodua,2019,"43,000","68,534 km",Automatic
Volkswagen Polo,Volkswagen,2017,"34,400","108,941 km",Automatic
Perodua Bezza,Perodua,2016,"31,000","155,685 km",Automatic
Perodua Myvi,Perodua,2017,"36,000","127,045 km",Automatic
Perodua Bezza,Perodua,2016,"31,000","78,321 km",Automatic
Perodua AXIA,Perodua,2017,"30,500","105,276 km",Automatic
Honda CR-V,Honda,2013,"39,400","141,852 km",Automatic
Perodua AXIA,Perodua,2019,"34,400","30,717 km",Automatic
Toyota Camry,Toyota,2014,"59,900","99,351 km",Automatic
Toyota Vios,Toyota,2015,"40,900","125,373 km",Automatic
Honda CR-V,Honda,2019,"99,000","88,399 km",Automatic
Proton X70,Proton,2019,"59,000","107,565 km",Automatic
Perodua Myvi,Perodua,2020,"40,800","81,104 km",Automatic
Toyota Vios,Toyota,2019,"64,400","92,142 km",Automatic
Perodua Myvi,Perodua,2017,"37,900","103,925 km",Automatic
Mazda CX-5,Mazda,2015,"47,400","156,757 km",Automatic
Perodua Bezza,Perodua,2019,"36,000","43,619 km",Automatic
Toyota Camry,Toyota,2021,"156,800","46,943 km",Automatic
Perodua Myvi,Perodua,2019,"43,000","73,049 km",Automatic
Mercedes-Benz GLC200,Mercedes-Benz,2019,"163,000","64,918 km",Automatic
Honda Jazz,Honda,2014,"40,900","96,714 km",Automatic
Proton Saga,Proton,2012,"12,900","120,651 km",Automatic
Perodua Myvi,Perodua,2020,"48,000","80,281 km",Automatic
Perodua Myvi,Perodua,2016,"35,000","122,553 km",Automatic
Honda City,Honda,2019,"59,000","82,965 km",Automatic
Nissan X-Trail,Nissan,2015,"41,900","158,061 km",Automatic
Perodua AXIA,Perodua,2017,"26,000","113,624 km",Automatic
Perodua Myvi,Perodua,2021,"49,000","65,610 km",Automatic
Perodua AXIA,Perodua,2024,"47,800","9,473 km",Automatic
Perodua Myvi,Perodua,2020,"45,000","81,821 km",Automatic
Proton Saga,Proton,2020,"32,400","45,037 km",Automatic
Perodua Myvi,Perodua,2021,"49,000","58,981 km",Automatic
Perodua Myvi,Perodua,2019,"46,000","94,028 km",Automatic
Perodua AXIA,Perodua,2020,"32,400","81,715 km",Automatic
Honda Jazz,Honda,2016,"50,000","91,313 km",Automatic
Perodua Myvi,Perodua,2018,"41,500","50,488 km",Automatic
Perodua Bezza,Perodua,2018,"35,400","61,198 km",Automatic
Perodua Bezza,Perodua,2019,"36,000","109,287 km",Automatic
Nissan Almera,Nissan,2016,"33,000","122,942 km",Automatic
Perodua AXIA,Perodua,2019,"34,400","47,926 km",Automatic
Perodua Myvi,Perodua,2012,"22,900","163,434 km",Automatic
Honda City,Honda,2019,"59,000","79,520 km",Automatic
Honda Civic,Honda,2019,"99,900","62,790 km",Automatic
Proton Exora,Proton,2015,"23,400","76,094 km",Automatic
Honda City,Honda,2022,"76,800","27,651 km",Automatic
Proton X70,Proton,2022,"83,000","41,752 km",Automatic
Proton Exora,Proton,2018,"35,900","111,500 km",Automatic
Toyota Yaris,Toyota,2020,"61,000","38,501 km",Automatic
Perodua Myvi,Perodua,2019,"43,000","62,470 km",Automatic
Honda Jazz,Honda,2015,"43,900","84,251 km",Automatic
Mazda CX-5,Mazda,2018,"91,900","61,441 km",Automatic
Proton X70,Proton,2022,"85,000","65,099 km",Automatic
Honda Jazz,Honda,2016,"52,000","58,783 km",Automatic
Perodua Alza,Perodua,2020,"56,400","64,888 km",Automatic
Proton Saga,Proton,2021,"32,900","43,316 km",Automatic
Proton X50,Proton,2022,"69,800","29,204 km",Automatic
Toyota Vellfire,Toyota,2017,"167,000","95,556 km",Automatic
Mazda CX-5,Mazda,2020,"113,400","81,311 km",Automatic
Proton Persona,Proton,2019,"31,000","55,433 km",Automatic
Toyota Vios,Toyota,2020,"62,900","71,729 km",Automatic
Proton Persona,Proton,2019,"32,000","73,939 km",Automatic
Perodua Bezza,Perodua,2017,"34,000","134,856 km",Automatic
Perodua Myvi,Perodua,2021,"49,000","39,903 km",Automatic
Toyota Corolla,Toyota,2023,"117,400","20,167 km",Automatic
Honda Jazz,Honda,2018,"65,400","104,279 km",Automatic
Perodua Aruz,Perodua,2019,"49,500","87,362 km",Automatic
Perodua AXIA,Perodua,2022,"37,400","40,914 km",Automatic
Perodua AXIA,Perodua,2019,"34,800","55,264 km",Automatic
Perodua Myvi,Perodua,2018,"43,000","43,416 km",Automatic
Perodua Myvi,Perodua,2017,"37,400","130,543 km",Automatic
Honda CR-V,Honda,2019,"91,000","86,878 km",Automatic
Perodua Myvi,Perodua,2021,"49,000","15,859 km",Automatic
Honda City,Honda,2019,"59,000","84,103 km",Automatic
Toyota Yaris,Toyota,2021,"66,400","54,665 km",Automatic
Perodua Myvi,Perodua,2020,"47,000","49,943 km",Automatic
Perodua Myvi,Perodua,2020,"41,000","28,511 km",Automatic
Perodua Aruz,Perodua,2019,"54,000","88,120 km",Automatic
Perodua AXIA,Perodua,2017,"26,000","47,164 km",Automatic
Perodua Myvi,Perodua,2019,"46,000","80,921 km",Automatic
Perodua Myvi,Perodua,2016,"35,800","93,776 km",Automatic
Perodua Myvi,Perodua,2020,"47,000","58,436 km",Automatic
Perodua Myvi,Perodua,2020,"47,000","67,455 km",Automatic
Toyota Yaris,Toyota,2023,"70,400","30,923 km",Automatic
Toyota Yaris,Toyota,2019,"63,000","82,513 km",Automatic
Honda Accord,Honda,2021,"121,400","50,452 km",Automatic
Honda BR-V,Honda,2017,"49,000","108,653 km",Automatic
Volkswagen Tiguan,Volkswagen,2020,"90,400","43,829 km",Automatic
Volkswagen Passat,Volkswagen,2018,"72,400","74,652 km",Automatic
Perodua Bezza,Perodua,2018,"34,800","112,561 km",Automatic
Perodua Alza,Perodua,2020,"48,000","69,902 km",Automatic
Perodua Myvi,Perodua,2020,"47,000","65,234 km",Automatic
Honda Jazz,Honda,2014,"42,400","110,354 km",Automatic
Proton X70,Proton,2020,"74,900","62,475 km",Automatic
Perodua Alza,Perodua,2014,"32,400","104,404 km",Automatic
Toyota Vios,Toyota,2015,"37,900","146,519 km",Automatic
Nissan Almera,Nissan,2015,"26,400","87,153 km",Automatic
Perodua Myvi,Perodua,2015,"25,900","133,209 km",Automatic
Honda CR-V,Honda,2015,"55,400","157,477 km",Automatic
Perodua Aruz,Perodua,2021,"57,000","59,744 km",Automatic
Perodua Myvi,Perodua,2018,"43,000","81,597 km",Automatic
Perodua Myvi,Perodua,2017,"37,000","132,707 km",Automatic
Nissan X-Trail,Nissan,2016,"49,900","127,863 km",Automatic
Proton Persona,Proton,2020,"35,000","69,914 km",Automatic
Perodua Aruz,Perodua,2020,"55,000","78,567 km",Automatic
Perodua Myvi,Perodua,2021,"49,000","25,906 km",Automatic
Perodua AXIA,Perodua,2017,"26,000","52,959 km",Automatic
Perodua Myvi,Perodua,2018,"41,000","104,174 km",Automatic
Perodua Myvi,Perodua,2017,"38,000","91,641 km",Automatic
Toyota Vios,Toyota,2014,"37,400","147,869 km",Automatic
Perodua Myvi,Perodua,2023,"52,400","23,751 km",Automatic
Honda HR-V,Honda,2019,"83,900","64,318 km",Automatic
Toyota Yaris,Toyota,2019,"63,000","93,701 km",Automatic
Perodua Bezza,Perodua,2021,"42,000","52,139 km",Automatic
Perodua Alza,Perodua,2013,"24,400","130,084 km",Automatic
Honda Jazz,Honda,2017,"53,000","128,412 km",Automatic
Perodua Ativa,Perodua,2021,"60,400","21,454 km",Automatic
Proton X70,Proton,2019,"64,900","61,379 km",Automatic
Proton X50,Proton,2023,"83,400","19,310 km",Automatic
Perodua Myvi,Perodua,2015,"25,900","111,800 km",Automatic
Toyota Vios,Toyota,2017,"54,000","64,414 km",Automatic
Perodua Myvi,Perodua,2015,"26,400","92,951 km",Automatic
Perodua AXIA,Perodua,2020,"31,900","59,356 km",Automatic
Perodua Myvi,Perodua,2023,"52,900","28,791 km",Automatic
Proton Persona,Proton,2023,"47,400","13,225 km",Automatic
Proton Saga,Proton,2019,"28,400","35,621 km",Automatic
Proton Persona,Proton,2018,"32,400","63,808 km",Automatic
Proton Exora,Proton,2017,"29,400","102,226 km",Automatic
Proton Persona,Proton,2018,"31,900","106,770 km",Automatic
Perodua Myvi,Perodua,2015,"25,900","103,599 km",Automatic
Proton Persona,Proton,2017,"28,500","104,723 km",Automatic
Proton X50,Proton,2021,"79,900","27,125 km",Automatic
Perodua AXIA,Perodua,2015,"24,500","139,038 km",Automatic
Perodua Ativa,Perodua,2021,"62,800","32,351 km",Automatic
Perodua Myvi,Perodua,2016,"29,400","130,862 km",Automatic
Perodua Myvi,Perodua,2020,"49,000","34,972 km",Automatic
Proton X50,Proton,2021,"62,400","54,758 km",Automatic
Perodua AXIA,Perodua,2022,"37,400","14,527 km",Automatic
Toyota Vios,Toyota,2017,"54,400","129,153 km",Automatic
Mitsubishi ASX,Mitsubishi,2019,"55,400","85,419 km",Automatic
Proton Saga,Proton,2019,"31,400","31,699 km",Automatic
Honda City,Honda,2019,"59,400","62,551 km",Automatic
Perodua Bezza,Perodua,2019,"38,400","58,171 km",Automatic
Perodua Myvi,Perodua,2020,"49,000","76,324 km",Automatic
Nissan Almera,Nissan,2016,"33,400","121,441 km",Automatic
Proton X70,Proton,2019,"64,900","66,656 km",Automatic
Proton Iriz,Proton,2015,"17,400","113,987 km",Automatic
Perodua Alza,Perodua,2015,"36,000","85,674 km",Automatic
Perodua Myvi,Perodua,2012,"22,900","177,260 km",Automatic
Perodua Myvi,Perodua,2010,"14,900","128,255 km",Automatic
Perodua Alza,Perodua,2014,"30,400","147,540 km",Automatic
Toyota Vios,Toyota,2015,"40,900","145,461 km",Automatic
Perodua Bezza,Perodua,2017,"35,000","87,022 km",Automatic
Honda BR-V,Honda,2017,"50,900","104,347 km",Automatic
Mazda CX-30,Mazda,2021,"119,800","58,411 km",Automatic
Subaru XV,Subaru,2018,"69,000","113,813 km",Automatic
Honda HR-V,Honda,2019,"83,900","57,909 km",Automatic
Toyota Vios,Toyota,2021,"70,400","51,141 km",Automatic
Nissan Serena,Nissan,2020,"96,900","59,431 km",Automatic
Proton X50,Proton,2022,"83,400","45,643 km",Automatic
Perodua Ativa,Perodua,2024,"67,900","5,350 km",Automatic
Proton Iriz,Proton,2020,"36,900","38,896 km",Automatic
Perodua Aruz,Perodua,2019,"54,900","56,458 km",Automatic
Proton Iriz,Proton,2020,"35,400","60,458 km",Automatic
Proton Iriz,Proton,2017,"25,400","107,213 km",Automatic
Volkswagen Tiguan,Volkswagen,2018,"78,900","89,984 km",Automatic
Proton X70,Proton,2019,"64,900","67,105 km",Automatic
Mercedes-Benz C200,Mercedes-Benz,2021,"210,000","27,786 km",Automatic
Perodua Aruz,Perodua,2019,"54,900","97,936 km",Automatic
Nissan Serena,Nissan,2017,"67,000","95,473 km",Automatic
Hyundai Tucson,Hyundai,2017,"65,000","132,660 km",Automatic
Nissan Almera,Nissan,2018,"37,800","20,602 km",Automatic
Proton Iriz,Proton,2016,"23,900","116,049 km",Automatic
Nissan Serena,Nissan,2019,"92,800","88,585 km",Automatic
Proton X70,Proton,2019,"64,900","63,232 km",Automatic
Proton X50,Proton,2021,"79,900","58,944 km",Automatic
Perodua Bezza,Perodua,2017,"34,500","110,309 km",Automatic
Kia Rio,Kia,2016,"29,900","105,903 km",Automatic
Perodua Bezza,Perodua,2018,"36,000","104,258 km",Automatic
Honda Civic,Honda,2022,"123,800","34,836 km",Automatic
Perodua AXIA,Perodua,2017,"27,400","102,999 km",Automatic
Perodua AXIA,Perodua,2021,"33,200","61,016 km",Automatic
Nissan Navara,Nissan,2021,"98,800","48,583 km",Automatic
Proton X50,Proton,2021,"72,900","51,659 km",Automatic
Nissan X-Trail,Nissan,2017,"54,400","93,837 km",Automatic
Toyota Hilux,Toyota,2020,"118,800","45,654 km",Automatic
BMW 318i,BMW,2018,"75,900","88,944 km",Automatic
Perodua AXIA,Perodua,2017,"27,900","78,648 km",Automatic
Perodua Ativa,Perodua,2021,"62,800","20,513 km",Automatic
Perodua AXIA,Perodua,2018,"28,400","78,680 km",Automatic
Proton Iriz,Proton,2023,"43,900","11,444 km",Automatic
Nissan Serena,Nissan,2019,"92,800","82,473 km",Automatic
Nissan Serena,Nissan,2018,"84,900","85,499 km",Automatic
Perodua Bezza,Perodua,2019,"38,400","92,560 km",Automatic
Perodua Bezza,Perodua,2019,"31,800","103,272 km",Automatic
Perodua Aruz,Perodua,2020,"58,900","68,076 km",Automatic
Toyota Vios,Toyota,2021,"70,400","46,360 km",Automatic
Proton X70,Proton,2020,"71,900","74,530 km",Automatic
Perodua AXIA,Perodua,2016,"28,900","61,585 km",Automatic
Perodua Aruz,Perodua,2020,"58,900","89,129 km",Automatic
Perodua Bezza,Perodua,2017,"37,400","105,447 km",Automatic
Perodua AXIA,Perodua,2021,"39,400","46,214 km",Automatic
Perodua Aruz,Perodua,2023,"66,400","20,168 km",Automatic
Proton Persona,Proton,2020,"36,800","52,966 km",Automatic
Toyota Hilux,Toyota,2018,"94,800","89,513 km",Automatic
Nissan Serena,Nissan,2019,"87,000","102,729 km",Automatic
Toyota Hilux,Toyota,2023,"125,000","24,346 km",Automatic
Proton X70,Proton,2019,"58,900","76,198 km",Automatic
Proton X50,Proton,2020,"76,800","39,010 km",Automatic
Nissan Almera,Nissan,2017,"34,400","158,592 km",Automatic
Perodua Ativa,Perodua,2023,"62,800","22,940 km",Automatic
Perodua Bezza,Perodua,2022,"42,000","42,506 km",Automatic
Perodua Alza,Perodua,2016,"35,900","144,414 km",Automatic
Perodua Alza,Perodua,2020,"48,000","57,441 km",Automatic
Perodua AXIA,Perodua,2023,"38,400","15,261 km",Automatic
Proton Persona,Proton,2019,"35,400","75,805 km",Automatic
Perodua Bezza,Perodua,2020,"41,900","52,966 km",Automatic
Perodua AXIA,Perodua,2019,"31,500","75,642 km",Automatic
Honda Civic,Honda,2019,"94,800","88,128 km",Automatic
Perodua AXIA,Perodua,2016,"28,900","61,202 km",Automatic
Nissan Almera,Nissan,2018,"39,900","64,726 km",Automatic
Perodua AXIA,Perodua,2018,"32,400","123,588 km",Automatic
Honda HR-V,Honda,2016,"57,400","160,419 km",Automatic
Perodua AXIA,Perodua,2020,"35,400","36,774 km",Automatic
Perodua Bezza,Perodua,2019,"38,400","68,520 km",Automatic
Honda CR-V,Honda,2022,"141,500","41,674 km",Automatic
Honda CR-V,Honda,2022,"120,400","30,484 km",Automatic
Toyota Vios,Toyota,2018,"54,400","56,504 km",Automatic
Perodua Alza,Perodua,2017,"38,400","129,318 km",Automatic
Proton X70,Proton,2019,"64,900","91,391 km",Automatic
Toyota Vios,Toyota,2016,"46,400","134,107 km",Automatic
Perodua AXIA,Perodua,2018,"32,900","65,222 km",Automatic
Perodua AXIA,Perodua,2019,"31,600","105,867 km",Automatic
Perodua AXIA,Perodua,2017,"29,900","73,417 km",Automatic
Perodua Ativa,Perodua,2021,"62,800","46,396 km",Automatic
Honda BR-V,Honda,2018,"48,900","109,376 km",Automatic
Toyota Avanza,Toyota,2020,"63,000","77,306 km",Automatic
Proton X50,Proton,2022,"83,400","43,590 km",Automatic
Perodua Ativa,Perodua,2021,"62,800","60,852 km",Automatic
Perodua AXIA,Perodua,2024,"39,000","5,969 km",Automatic
Honda Civic,Honda,2018,"78,900","56,473 km",Automatic
Toyota Corolla,Toyota,2022,"113,000","36,662 km",Automatic
Proton Persona,Proton,2017,"31,900","62,070 km",Automatic
Perodua AXIA,Perodua,2022,"34,000","30,524 km",Automatic
