Model,Brand,Year,Price,Mileage,Transmission
Honda Civic,Honda,2013,31000,136453,Automatic
Honda Jazz,Honda,2019,64400,92602,Automatic
Perodua AXIA,Perodua,2018,33000,97887,Automatic
Perodua Myvi,Perodua,2018,45000,104545,Automatic
Honda City,Honda,2018,55400,92198,Automatic
Perodua Bezza,Perodua,2017,36400,106600,Automatic
Perodua Myvi,Perodua,2019,44400,61543,Automatic
Honda HR-V,Honda,2015,51500,116885,Automatic
Perodua Myvi,Perodua,2021,42400,53991,Automatic
Perodua Myvi,Perodua,2009,14400,234254,Automatic
Proton Saga,Proton,2019,28900,53849,Automatic
Toyota Yaris,Toyota,2019,65900,31357,Automatic
Honda City,Honda,2016,45900,133550,Automatic
Proton Suprima,Proton,2013,19000,104497,Automatic
Nissan Almera,Nissan,2016,33400,107723,Automatic
Honda City,Honda,2019,64900,68760,Automatic
Proton Saga,Proton,2019,31400,55921,Automatic
Proton Persona,Proton,2020,38900,69239,Automatic
Proton X50,Proton,2020,80000,18736,Automatic
Honda Jazz,Honda,2016,56400,85359,Automatic
Mazda 6,Mazda,2014,38100,139278,Automatic
Perodua AXIA,Perodua,2020,32900,43244,Automatic
Perodua Ativa,Perodua,2022,64400,38341,Automatic
Proton Persona,Proton,2020,38900,61848,Automatic
Volkswagen Tiguan,Volkswagen,2022,124800,29601,Automatic
Perodua Bezza,Perodua,2016,34000,79903,Automatic
Perodua Myvi,Perodua,2017,38000,101001,Automatic
Perodua Myvi,Perodua,2018,45400,98461,Automatic
Kia Sportage,Kia,2012,25800,181606,Automatic
Honda Jazz,Honda,2016,56400,67908,Automatic
Honda Civic,Honda,2019,89600,76289,Automatic
BMW 320i,BMW,2014,68800,114644,Automatic
Perodua AXIA,Perodua,2020,32900,53641,Automatic
Proton Exora,Proton,2015,25900,118427,Automatic
Perodua Myvi,Perodua,2021,51000,39684,Automatic
Perodua Bezza,Perodua,2016,36900,71974,Automatic
Perodua Myvi,Perodua,2018,44900,109820,Automatic
Toyota Yaris,Toyota,2022,74400,29544,Automatic
Volkswagen Polo,Volkswagen,2020,50400,40266,Automatic
Perodua Myvi,Perodua,2017,42400,107596,Automatic
Toyota Corolla,Toyota,2014,49400,125748,Automatic
Proton Exora,Proton,2015,25000,155501,Automatic
Proton Saga,Proton,2020,33900,62153,Automatic
Proton Saga,Proton,2017,28000,123972,Automatic
BMW 318i,BMW,2017,74800,63330,Automatic
Honda City,Honda,2016,43400,97729,Automatic
Toyota Hilux,Toyota,2021,85400,88970,Automatic
Perodua Myvi,Perodua,2016,36400,90536,Automatic
Proton Saga,Proton,2021,33400,26748,Automatic
Perodua Myvi,Perodua,2020,49000,69998,Automatic
Honda City,Honda,2017,58400,104870,Automatic
Perodua Myvi,Perodua,2021,40200,31558,Automatic
Honda City,Honda,2019,64400,92784,Automatic
Toyota Vios,Toyota,2017,53400,92561,Automatic
Honda Jazz,Honda,2015,44000,51242,Automatic
Toyota Estima,Toyota,2007,42400,194715,Automatic
Proton Saga,Proton,2018,29400,87084,Automatic
Proton Exora,Proton,2019,43800,67827,Automatic
Perodua Myvi,Perodua,2019,46800,71873,Automatic
Proton Persona,Proton,2020,38900,65487,Automatic
Nissan X-Trail,Nissan,2019,83000,70393,Automatic
Perodua Myvi,Perodua,2022,55400,40611,Automatic
Toyota Yaris,Toyota,2019,65900,63640,Automatic
Toyota Corolla,Toyota,2022,109900,24821,Automatic
Perodua Myvi,Perodua,2018,44900,103545,Automatic
Perodua Myvi,Perodua,2018,45200,57960,Automatic
Honda HR-V,Honda,2019,84400,79272,Automatic
Toyota Vios,Toyota,2014,36400,165613,Automatic
Perodua Myvi,Perodua,2017,42800,54364,Automatic
Nissan Almera,Nissan,2012,18400,170059,Automatic
Perodua Myvi,Perodua,2017,39400,78335,Automatic
Proton Saga,Proton,2020,33900,32239,Automatic
Honda City,Honda,2021,70400,44504,Automatic
Perodua AXIA,Perodua,2019,31900,99699,Automatic
Perodua Myvi,Perodua,2020,49000,40000,Automatic
Perodua Myvi,Perodua,2022,56400,35911,Automatic
Mazda 2,Mazda,2015,32200,129213,Automatic
Nissan Almera,Nissan,2015,28400,109911,Automatic
Proton Saga,Proton,2023,38400,12112,Automatic
Honda City,Honda,2020,69800,51176,Automatic
Proton Iriz,Proton,2022,46800,30167,Automatic
Perodua Bezza,Perodua,2017,36900,74455,Automatic
Mitsubishi Lancer,Mitsubishi,2014,55900,186626,Automatic
Toyota Wish,Toyota,2010,42900,120315,Automatic
Honda HR-V,Honda,2015,41900,117821,Automatic
Honda CR-V,Honda,2018,101000,89842,Automatic
Toyota Yaris,Toyota,2021,66900,34450,Automatic
Perodua Aruz,Perodua,2019,55000,84978,Automatic
Proton X50,Proton,2021,82800,27426,Automatic
Honda City,Honda,2019,61900,87960,Automatic
Toyota Yaris,Toyota,2019,65900,36613,Automatic
Volkswagen Polo,Volkswagen,2017,39400,114813,Automatic
Proton Persona,Proton,2019,36900,84487,Automatic
Mazda CX-5,Mazda,2015,44900,83191,Automatic
Perodua Bezza,Perodua,2017,36400,119346,Automatic
Honda City,Honda,2016,45900,128043,Automatic
Proton X70,Proton,2022,86900,29272,Automatic
Honda Accord,Honda,2014,46400,146099,Automatic
Mazda CX-5,Mazda,2012,36900,105293,Automatic
Toyota Corolla,Toyota,2014,49400,158431,Automatic
Honda BR-V,Honda,2021,62000,57075,Automatic
Perodua Myvi,Perodua,2021,52000,33885,Automatic
Perodua Myvi,Perodua,2020,42400,35676,Automatic
Honda City,Honda,2016,42000,121643,Automatic
Honda BR-V,Honda,2018,51800,83310,Automatic
Kia Rio,Kia,2014,24900,83622,Automatic
Honda Jazz,Honda,2019,64900,31809,Automatic
Honda Accord,Honda,2013,41400,187866,Automatic
Honda HR-V,Honda,2022,113500,17903,Automatic
Volkswagen Sharan,Volkswagen,2012,33400,222751,Automatic
Honda HR-V,Honda,2016,59800,91736,Automatic
Perodua Myvi,Perodua,2021,51400,55776,Automatic
BMW X3,BMW,2021,185000,47621,Automatic
Perodua AXIA,Perodua,2019,31500,77793,Automatic
Nissan Almera,Nissan,2014,22400,126140,Automatic
Perodua Alza,Perodua,2019,49000,85181,Automatic
Toyota Vios,Toyota,2017,53400,114180,Automatic
Honda Jazz,Honda,2014,43800,60398,Automatic
Toyota Vios,Toyota,2021,66900,30529,Automatic
Proton Saga,Proton,2020,33400,43795,Automatic
Proton Preve,Proton,2014,18900,155107,Automatic
Proton Saga,Proton,2011,9900,169142,Manual
Honda CR-V,Honda,2017,94000,78722,Automatic
Honda City,Honda,2015,37900,131705,Automatic
Perodua AXIA,Perodua,2020,32400,50730,Automatic
Perodua AXIA,Perodua,2019,34400,98093,Automatic
Proton Inspira,Proton,2012,26900,129011,Automatic
Honda HR-V,Honda,2016,49900,82455,Automatic
Perodua Bezza,Perodua,2020,41900,49463,Automatic
Perodua Myvi,Perodua,2020,49000,54377,Automatic
Perodua Myvi,Perodua,2019,39900,89082,Automatic
Perodua Myvi,Perodua,2021,51400,62989,Automatic
Peugeot 3008,Peugeot,2019,72400,51114,Automatic
Honda Accord,Honda,2017,80400,101592,Automatic
Perodua Alza,Perodua,2015,34000,98816,Automatic
Honda CR-V,Honda,2017,96400,110251,Automatic
Toyota Yaris,Toyota,2022,74400,29620,Automatic
Perodua Myvi,Perodua,2018,44800,58673,Automatic
Perodua Aruz,Perodua,2019,55000,62751,Automatic
Perodua AXIA,Perodua,2019,32000,76616,Automatic
Perodua Myvi,Perodua,2019,44400,86229,Automatic
Honda City,Honda,2018,53900,85398,Automatic
Proton X70,Proton,2019,60000,73105,Automatic
Honda HR-V,Honda,2017,63000,99746,Automatic
Perodua Bezza,Perodua,2019,38900,59464,Automatic
Hyundai Tucson,Hyundai,2019,79100,91928,Automatic
Perodua Myvi,Perodua,2020,49000,60877,Automatic
Perodua Myvi,Perodua,2018,42000,106504,Automatic
Proton Persona,Proton,2017,31900,75249,Automatic
Toyota Sienta,Toyota,2017,61400,96637,Automatic
Proton X70,Proton,2019,66400,95805,Automatic
Perodua AXIA,Perodua,2019,32000,67989,Automatic
Honda City,Honda,2019,56900,38309,Automatic
Perodua AXIA,Perodua,2020,36000,50968,Automatic
Perodua Bezza,Perodua,2017,36400,106070,Automatic
Perodua Myvi,Perodua,2018,42400,83562,Automatic
Perodua Ativa,Perodua,2023,62500,42329,Automatic
Honda Odyssey,Honda,2014,84300,86729,Automatic
Nissan Almera,Nissan,2016,33400,100967,Automatic
Perodua Myvi,Perodua,2017,38900,87022,Automatic
Perodua Alza,Perodua,2014,30400,178482,Automatic
Honda Civic,Honda,2018,79900,82808,Automatic
Perodua Myvi,Perodua,2020,42400,49746,Automatic
Toyota Vios,Toyota,2022,74900,26834,Automatic
Honda City,Honda,2019,61900,65513,Automatic
Perodua Myvi,Perodua,2018,39000,107275,Automatic
Perodua Myvi,Perodua,2020,49000,22996,Automatic
Volkswagen Polo,Volkswagen,2015,25900,98482,Automatic
Perodua AXIA,Perodua,2018,28000,102917,Automatic
Perodua Myvi,Perodua,2017,42900,112872,Automatic
Nissan Grand,Nissan,2015,32400,130738,Automatic
Honda BR-V,Honda,2017,51400,120778,Automatic
Honda City,Honda,2015,42000,85035,Automatic
Perodua Myvi,Perodua,2012,23800,115662,Automatic
Perodua Myvi,Perodua,2022,55400,40999,Automatic
Hyundai Tucson,Hyundai,2015,43900,138346,Automatic
Toyota Yaris,Toyota,2021,66900,29873,Automatic
Perodua Alza,Perodua,2022,72400,49517,Automatic
Perodua Myvi,Perodua,2019,47800,27339,Automatic
Honda City,Honda,2019,56900,52806,Automatic
Proton Persona,Proton,2020,39800,69436,Automatic
Naza Forte,Naza,2011,12700,198295,Automatic
Perodua AXIA,Perodua,2019,32000,90548,Automatic
Nissan Grand,Nissan,2013,24800,176887,Automatic
Mazda 3,Mazda,2018,74900,106816,Automatic
Perodua Myvi,Perodua,2018,42400,76794,Automatic
Toyota Corolla,Toyota,2014,48400,168473,Automatic
Kia Cerato,Kia,2014,30900,155023,Automatic
Honda BR-V,Honda,2019,58900,78950,Automatic
Inokom i10,Inokom,2011,10000,187690,Automatic
Toyota Yaris,Toyota,2021,71900,15482,Automatic
Perodua AXIA,Perodua,2018,28900,83236,Automatic
Toyota Yaris,Toyota,2020,68400,31266,Automatic
Perodua Bezza,Perodua,2020,45900,71401,Automatic
Honda BR-V,Honda,2019,58400,101255,Automatic
Proton Saga,Proton,2020,32000,39868,Automatic
Perodua Myvi,Perodua,2023,57000,26697,Automatic
Proton Iriz,Proton,2020,37400,35252,Automatic
Inokom Santa,Inokom,2013,30000,93668,Automatic
Honda Accord,Honda,2022,148900,26612,Automatic
Perodua Myvi,Perodua,2019,47800,52862,Automatic
Honda City,Honda,2016,43000,127424,Automatic
Perodua Myvi,Perodua,2016,36900,52642,Automatic
Proton Saga,Proton,2019,31400,82183,Automatic
Mazda 3,Mazda,2014,41900,92494,Automatic
Toyota Innova,Toyota,2013,37000,154381,Automatic
Toyota Vios,Toyota,2019,64900,63894,Automatic
Proton Saga,Proton,2021,34900,36171,Automatic
Perodua Bezza,Perodua,2020,41900,67892,Automatic
Toyota Vios,Toyota,2023,81400,28683,Automatic
Hyundai Getz,Hyundai,2005,9400,224843,Automatic
Proton Saga,Proton,2019,28900,75750,Automatic
Perodua Bezza,Perodua,2019,38900,90847,Automatic
Nissan X-Trail,Nissan,2018,65900,97751,Automatic
Proton X50,Proton,2021,80800,54210,Automatic
Volkswagen Golf,Volkswagen,2011,26900,181560,Automatic
Honda Jazz,Honda,2020,71900,69403,Automatic
Honda City,Honda,2019,64400,53971,Automatic
Toyota Vios,Toyota,2016,47400,84699,Automatic
Perodua Myvi,Perodua,2017,38400,128430,Automatic
Proton Saga,Proton,2019,29400,72149,Automatic
Perodua Aruz,Perodua,2020,58900,71948,Automatic
Toyota Corolla,Toyota,2014,43800,142500,Automatic
Proton Saga,Proton,2017,26400,109023,Automatic
Proton Saga,Proton,2024,41600,4728,Automatic
Proton Preve,Proton,2016,28900,113863,Automatic
Perodua Myvi,Perodua,2018,44800,45597,Automatic
Honda BR-V,Honda,2017,51400,112243,Automatic
Perodua Bezza,Perodua,2016,34400,85597,Automatic
Honda City,Honda,2017,58800,99112,Automatic
Perodua Bezza,Perodua,2017,37900,55178,Automatic
Toyota Yaris,Toyota,2022,69400,39040,Automatic
Perodua AXIA,Perodua,2019,32000,51522,Automatic
Proton X70,Proton,2020,72900,48089,Automatic
Perodua AXIA,Perodua,2021,33200,38729,Automatic
Perodua Myvi,Perodua,2021,49900,14457,Automatic
Perodua Myvi,Perodua,2018,44800,64518,Automatic
Perodua Myvi,Perodua,2019,46800,51273,Automatic
Perodua Bezza,Perodua,2016,34000,106066,Automatic
Perodua AXIA,Perodua,2018,33000,76767,Automatic
Nissan Grand,Nissan,2017,46400,47728,Automatic
Honda Jazz,Honda,2015,44900,117862,Automatic
Chevrolet Sonic,Chevrolet,2013,13500,164113,Automatic
Perodua Myvi,Perodua,2022,55400,29566,Automatic
Toyota Vios,Toyota,2019,64900,97179,Automatic
Kia Cerato,Kia,2014,31900,145141,Automatic
Honda HR-V,Honda,2017,55400,129393,Automatic
Toyota Hilux,Toyota,2015,65500,139904,Automatic
Honda Jazz,Honda,2016,55400,105590,Automatic
Proton Saga,Proton,2020,33000,50940,Automatic
Proton Persona,Proton,2019,35000,53172,Automatic
Mercedes-Benz A200,Mercedes-Benz,2017,107400,47141,Automatic
Perodua Myvi,Perodua,2015,32000,121898,Automatic
Perodua Aruz,Perodua,2021,61900,33932,Automatic
Honda HR-V,Honda,2019,72900,52182,Automatic
Proton Persona,Proton,2017,31000,69210,Automatic
Nissan Almera,Nissan,2015,28400,107655,Automatic
Proton Persona,Proton,2020,39400,57114,Automatic
Honda HR-V,Honda,2023,115800,27199,Automatic
Honda City,Honda,2019,59900,52606,Automatic
Perodua AXIA,Perodua,2015,21400,98102,Automatic
Perodua Aruz,Perodua,2019,55000,92448,Automatic
Proton Saga,Proton,2024,40400,910,Automatic
Perodua Bezza,Perodua,2017,36400,112513,Automatic
Honda Jazz,Honda,2017,56000,87758,Automatic
Toyota Camry,Toyota,2019,135900,86534,Automatic
Hyundai Tucson,Hyundai,2011,17400,130917,Automatic
Perodua AXIA,Perodua,2017,32000,51504,Automatic
Toyota Vios,Toyota,2015,44400,142328,Automatic
Perodua Ativa,Perodua,2023,68400,8790,Automatic
Toyota Estima,Toyota,2011,57800,129171,Automatic
Honda Jazz,Honda,2017,56000,91903,Automatic
Perodua Myvi,Perodua,2020,49000,51813,Automatic
Perodua Myvi,Perodua,2022,55400,32528,Automatic
Perodua Alza,Perodua,2011,22500,126978,Automatic
Toyota Vios,Toyota,2019,65000,87913,Automatic
Toyota Vios,Toyota,2014,43400,115385,Automatic
Perodua AXIA,Perodua,2019,32000,69692,Automatic
Proton Saga,Proton,2019,27800,82859,Automatic
Nissan Almera,Nissan,2015,26400,132859,Automatic
Toyota Vios,Toyota,2014,37900,78621,Automatic
Mercedes-Benz C200,Mercedes-Benz,2018,143400,63217,Automatic
Perodua Myvi,Perodua,2014,23000,154963,Automatic
Perodua Myvi,Perodua,2019,44400,69546,Automatic
Subaru XV,Subaru,2019,81900,86436,Automatic
Perodua Myvi,Perodua,2018,37900,80458,Automatic
Perodua Viva,Perodua,2013,14900,158769,Automatic
Nissan Almera,Nissan,2019,41900,89957,Automatic
Perodua Bezza,Perodua,2020,41900,75864,Automatic
Perodua Bezza,Perodua,2018,31400,94145,Automatic
Nissan Serena,Nissan,2018,83800,42447,Automatic
Perodua AXIA,Perodua,2016,29900,53321,Automatic
Toyota Yaris,Toyota,2023,76900,16910,Automatic
Honda WR-V,Honda,2023,93000,6410,Automatic
Perodua Myvi,Perodua,2018,37400,104928,Automatic
Nissan Serena,Nissan,2019,92900,80614,Automatic
Proton Inspira,Proton,2012,26800,103217,Automatic
Proton Iriz,Proton,2023,39400,13185,Automatic
Perodua AXIA,Perodua,2023,47400,9630,Automatic
Mazda CX-5,Mazda,2019,96800,105992,Automatic
Proton X70,Proton,2020,72900,77516,Automatic
Honda Jazz,Honda,2017,56000,72591,Automatic
Honda Jazz,Honda,2017,56400,49364,Automatic
Honda Civic,Honda,2023,126400,14427,Automatic
Perodua Aruz,Perodua,2019,55000,79365,Automatic
Perodua Myvi,Perodua,2018,42400,79940,Automatic
Honda BR-V,Honda,2018,53400,104520,Automatic
Perodua AXIA,Perodua,2019,32000,37497,Automatic
Proton Iriz,Proton,2019,35800,50857,Automatic
Proton X50,Proton,2021,79900,44020,Automatic
Toyota Hilux,Toyota,2018,105800,47068,Automatic
Perodua Myvi,Perodua,2020,49000,65662,Automatic
Proton Iriz,Proton,2016,24900,118566,Automatic
Honda Jazz,Honda,2017,58400,132855,Automatic
Proton Iriz,Proton,2023,50400,25658,Automatic
Perodua Bezza,Perodua,2017,36900,57047,Automatic
Nissan Grand,Nissan,2014,31900,140816,Automatic
Perodua AXIA,Perodua,2016,27400,123528,Automatic
Perodua AXIA,Perodua,2019,34400,94769,Automatic
Perodua AXIA,Perodua,2020,32400,98857,Automatic
Proton Iriz,Proton,2019,32900,93024,Automatic
Volkswagen Polo,Volkswagen,2017,36000,116904,Automatic
Proton Saga,Proton,2019,28900,88066,Automatic
Perodua AXIA,Perodua,2018,32500,100964,Automatic
Proton Saga,Proton,2018,27900,42991,Automatic
Volkswagen Polo,Volkswagen,2019,44400,74216,Automatic
Honda City,Honda,2016,41400,101345,Automatic
Perodua Myvi,Perodua,2008,12900,191489,Automatic
Toyota Vios,Toyota,2019,65000,51573,Automatic
Proton Preve,Proton,2015,20000,162511,Automatic
Proton X70,Proton,2019,58900,87844,Automatic
Nissan Almera,Nissan,2019,41900,90067,Automatic
Perodua AXIA,Perodua,2019,32000,61748,Automatic
Perodua AXIA,Perodua,2019,34400,67781,Automatic
Toyota Camry,Toyota,2014,50000,153750,Automatic
Perodua AXIA,Perodua,2014,21900,85267,Automatic
Perodua Myvi,Perodua,2019,43900,58739,Automatic
Perodua Myvi,Perodua,2012,18900,206304,Automatic
Perodua Myvi,Perodua,2014,25900,165974,Automatic
Nissan Almera,Nissan,2015,26400,98147,Automatic
Proton Exora,Proton,2020,45000,72426,Automatic
Perodua Myvi,Perodua,2016,36000,143030,Automatic
Volkswagen Tiguan,Volkswagen,2020,92900,78555,Automatic
Perodua Myvi,Perodua,2020,49000,53783,Automatic
Perodua Ativa,Perodua,2021,60400,65903,Automatic
Proton Persona,Proton,2020,36800,62235,Manual
Mazda CX-30,Mazda,2020,113000,59577,Automatic
Mazda CX-5,Mazda,2023,134900,22585,Automatic
Honda Jazz,Honda,2018,61400,109585,Automatic
Perodua Aruz,Perodua,2020,55800,27163,Automatic
Honda City,Honda,2018,60400,90056,Automatic
Perodua AXIA,Perodua,2018,28900,29928,Automatic
Toyota Vios,Toyota,2023,81900,10950,Automatic
Toyota Yaris,Toyota,2021,66400,46767,Automatic
Proton X50,Proton,2021,73900,63991,Automatic
Perodua AXIA,Perodua,2019,32000,74029,Automatic
Perodua Alza,Perodua,2017,41900,104412,Automatic
Toyota Vios,Toyota,2019,65000,86376,Automatic
Perodua Myvi,Perodua,2017,38900,45974,Automatic
Perodua Bezza,Perodua,2017,37900,54751,Automatic
Honda City,Honda,2017,53400,110316,Automatic
Perodua AXIA,Perodua,2021,33200,48413,Automatic
Proton Iriz,Proton,2016,24400,82585,Automatic
Mazda CX-5,Mazda,2020,113900,42729,Automatic
Mercedes-Benz CLA180,Mercedes-Benz,2015,90000,66857,Automatic
Nissan Grand,Nissan,2014,28400,116728,Automatic
Honda HR-V,Honda,2017,62400,107210,Automatic
Honda City,Honda,2021,70800,31617,Automatic
Perodua Myvi,Perodua,2016,36000,134252,Automatic
Proton X70,Proton,2020,75400,71664,Automatic
Honda City,Honda,2019,64400,68035,Automatic
Proton Saga,Proton,2019,31400,29943,Automatic
Perodua Myvi,Perodua,2020,46900,65397,Automatic
Proton Saga,Proton,2023,35300,4900,Automatic
Proton X50,Proton,2023,88400,11381,Automatic
Perodua AXIA,Perodua,2022,34000,31037,Automatic
Toyota Vios,Toyota,2017,55000,116033,Automatic
Perodua AXIA,Perodua,2016,27200,158130,Automatic
Perodua Bezza,Perodua,2017,36400,135690,Automatic
Honda HR-V,Honda,2016,58400,149008,Automatic
Honda Civic,Honda,2022,123800,32106,Automatic
Nissan X-Trail,Nissan,2018,64500,98493,Automatic
Kia Picanto,Kia,2018,32900,92081,Automatic
Perodua Myvi,Perodua,2019,46800,58961,Automatic
Toyota Yaris,Toyota,2020,65900,43163,Automatic
Proton Saga,Proton,2019,31400,64924,Automatic
Toyota Yaris,Toyota,2023,75900,33118,Automatic
Proton Saga,Proton,2020,33000,29091,Automatic
Perodua AXIA,Perodua,2016,24000,70511,Automatic
BMW 328i,BMW,2015,65900,111805,Automatic
Honda City,Honda,2021,72900,34191,Automatic
Proton Exora,Proton,2019,42900,54860,Automatic
Perodua AXIA,Perodua,2018,28900,85090,Automatic
Toyota Hiace,Toyota,2017,79900,101461,Manual
Nissan Almera,Nissan,2014,21900,53519,Automatic
Perodua AXIA,Perodua,2016,27800,75850,Automatic
Perodua AXIA,Perodua,2017,29900,80301,Automatic
Honda HR-V,Honda,2016,59900,35073,Automatic
Proton Preve,Proton,2015,20000,152858,Automatic
Perodua Alza,Perodua,2012,23100,222466,Automatic
Perodua Myvi,Perodua,2020,49000,33398,Automatic
Perodua Aruz,Perodua,2019,55000,79427,Automatic
Proton X50,Proton,2022,78900,9172,Automatic
Proton Persona,Proton,2015,16700,126858,Automatic
Perodua AXIA,Perodua,2015,21400,120745,Automatic
Honda HR-V,Honda,2017,60000,58861,Automatic
Honda City,Honda,2018,60400,98847,Automatic
Honda BR-V,Honda,2017,50900,136646,Automatic
Toyota Innova,Toyota,2019,83900,73188,Automatic
Perodua Myvi,Perodua,2017,33400,85030,Automatic
Honda BR-V,Honda,2018,53400,105633,Automatic
Honda City,Honda,2021,70800,57174,Automatic
Honda City,Honda,2015,37000,162298,Automatic
Proton X70,Proton,2019,65900,68058,Automatic
Proton Persona,Proton,2019,36900,76865,Automatic
Proton X50,Proton,2022,83800,29994,Automatic
Ford Fiesta,Ford,2014,17400,66335,Automatic
Volkswagen Polo,Volkswagen,2019,44400,77149,Automatic
Toyota Vios,Toyota,2012,26900,133256,Automatic
Proton X70,Proton,2020,64900,69599,Automatic
Proton Saga,Proton,2015,14000,105790,Automatic
Perodua Myvi,Perodua,2016,36400,98269,Automatic
Perodua Bezza,Perodua,2019,38400,62974,Automatic
Perodua Myvi,Perodua,2018,42400,80938,Automatic
Perodua Myvi,Perodua,2018,44400,98682,Automatic
Perodua Myvi,Perodua,2014,21900,112356,Automatic
Perodua Myvi,Perodua,2019,46800,75070,Automatic
Perodua Bezza,Perodua,2018,37400,61194,Automatic
Toyota Vios,Toyota,2020,66800,49289,Automatic
Perodua AXIA,Perodua,2015,24900,102316,Automatic
Perodua AXIA,Perodua,2016,24800,146630,Automatic
Perodua AXIA,Perodua,2016,27400,76935,Automatic
Perodua Myvi,Perodua,2014,21900,105256,Automatic
Toyota Yaris,Toyota,2021,66400,12173,Automatic
Toyota Vios,Toyota,2023,81900,18820,Automatic
Honda Civic,Honda,2013,36900,84979,Automatic
Perodua Bezza,Perodua,2018,37400,98593,Automatic
Perodua Myvi,Perodua,2020,49000,73721,Automatic
Proton Exora,Proton,2013,18400,100924,Automatic
Toyota Yaris,Toyota,2021,66900,16132,Automatic
Toyota Vios,Toyota,2018,55800,46306,Automatic
Volkswagen Tiguan,Volkswagen,2019,86900,68497,Automatic
Perodua Myvi,Perodua,2020,39900,43477,Automatic
Perodua AXIA,Perodua,2022,38000,26995,Automatic
Proton Saga,Proton,2020,33000,43165,Automatic
Perodua Alza,Perodua,2017,40400,123106,Automatic
Perodua Aruz,Perodua,2021,61900,26476,Automatic
Mazda CX-5,Mazda,2020,113900,54340,Automatic
Honda CR-V,Honda,2011,27400,195369,Automatic
Perodua Myvi,Perodua,2022,51000,24986,Automatic
Kia Picanto,Kia,2018,32900,82658,Automatic
Toyota Estima,Toyota,2014,93800,165758,Automatic
Proton X50,Proton,2021,79900,30555,Automatic
Perodua Bezza,Perodua,2016,24800,98976,Manual
Proton Iriz,Proton,2020,35400,40116,Automatic
Honda CR-V,Honda,2022,120400,25797,Automatic
Proton X50,Proton,2021,79900,38587,Automatic
Mitsubishi ASX,Mitsubishi,2012,28900,140445,Automatic
Toyota Innova,Toyota,2014,38400,88393,Automatic
Nissan Grand,Nissan,2008,17800,160579,Automatic
Honda HR-V,Honda,2019,72900,53332,Automatic
Proton X70,Proton,2020,72900,35963,Automatic
Perodua Myvi,Perodua,2019,39900,91122,Automatic
Perodua Bezza,Perodua,2017,36900,97758,Automatic
Proton Saga,Proton,2020,33000,70423,Automatic
Honda City,Honda,2016,45800,95721,Automatic
Perodua Myvi,Perodua,2014,23400,154732,Automatic
Mazda CX-5,Mazda,2013,38900,167959,Automatic
Proton Saga,Proton,2020,33900,78063,Automatic
Honda City,Honda,2014,34800,116176,Automatic
Perodua Myvi,Perodua,2022,51000,21626,Automatic
Proton X70,Proton,2019,59400,59582,Automatic
Perodua Bezza,Perodua,2022,42400,20008,Automatic
Proton X50,Proton,2021,79900,54965,Automatic
Proton Saga,Proton,2014,13000,162514,Automatic
Perodua AXIA,Perodua,2020,32400,55974,Automatic
Perodua Ativa,Perodua,2023,65900,29695,Automatic
Perodua Myvi,Perodua,2018,42000,100667,Automatic
Perodua Myvi,Perodua,2018,44900,55361,Automatic
Proton Exora,Proton,2012,17800,74416,Automatic
Perodua AXIA,Perodua,2019,31500,80381,Automatic
BMW X1,BMW,2014,55800,105771,Automatic
Toyota Yaris,Toyota,2020,65900,58178,Automatic
Perodua Bezza,Perodua,2019,38400,83221,Automatic
Toyota Yaris,Toyota,2021,70400,28430,Automatic
Toyota Yaris,Toyota,2020,68400,68094,Automatic
Honda HR-V,Honda,2019,71900,37326,Automatic
Perodua Myvi,Perodua,2017,38900,53421,Automatic
Perodua Myvi,Perodua,2020,49000,62935,Automatic
Perodua AXIA,Perodua,2018,28900,99619,Automatic
Perodua Myvi,Perodua,2019,39900,73219,Automatic
Honda Civic,Honda,2023,107800,13338,Automatic
Proton Persona,Proton,2008,9400,172117,Automatic
Toyota Vios,Toyota,2012,26800,165834,Automatic
Peugeot 208,Peugeot,2018,32400,93627,Automatic
Perodua AXIA,Perodua,2019,32000,86205,Automatic
Mazda CX-5,Mazda,2015,44400,148405,Automatic
Suzuki Swift,Suzuki,2012,18900,124624,Automatic
Proton Persona,Proton,2021,41900,49610,Automatic
Perodua AXIA,Perodua,2015,21400,74824,Automatic
Perodua Alza,Perodua,2015,36400,98038,Automatic
Toyota Vios,Toyota,2021,70400,54314,Automatic
Naza Forte,Naza,2012,16400,171841,Automatic
Toyota Yaris,Toyota,2021,66400,20284,Automatic
Perodua Myvi,Perodua,2016,36400,83492,Automatic
Toyota Vios,Toyota,2017,55900,57086,Automatic
Perodua AXIA,Perodua,2022,37400,11981,Automatic
Proton Persona,Proton,2021,41900,16390,Automatic
Honda HR-V,Honda,2016,59000,106031,Automatic
Honda City,Honda,2019,63900,92384,Automatic
Honda HR-V,Honda,2020,88900,33034,Automatic
Perodua Bezza,Perodua,2020,41900,69290,Automatic
Perodua Bezza,Perodua,2020,41900,58573,Automatic
Perodua AXIA,Perodua,2016,24400,115821,Automatic
Perodua Bezza,Perodua,2019,32000,58065,Automatic
Perodua AXIA,Perodua,2016,24900,60172,Automatic
Honda Civic,Honda,2022,124000,23145,Automatic
Proton Persona,Proton,2017,30000,62950,Automatic
Toyota Yaris,Toyota,2020,65900,68895,Automatic
Honda HR-V,Honda,2016,59000,127804,Automatic
Honda City,Honda,2016,42000,143641,Automatic
