Model,Brand,Year,Price,Mileage,Transmission
Subaru XV,Subaru,2022,"93,888",30 - 35K KM,Automatic
Toyota Yaris,Toyota,2022,"59,888",35 - 40K KM,Automatic
Kia Sportage,Kia,2018,"51,888",65 - 70K KM,Automatic
Mitsubishi Outlander,Mitsubishi,2017,"55,888",55 - 60K KM,Automatic
BMW X5,BMW,2017,"85,888",75 - 80K KM,Automatic
BMW 120i,BMW,2017,"64,888",60 - 65K KM,Automatic
Nissan Serena,Nissan,2023,"127,888",0 - 5K KM,Automatic
Toyota Rush,Toyota,2019,"56,888",85 - 90K KM,Automatic
BMW 330i,BMW,2021,"168,000",65 - 70K KM,Automatic
Honda City,Honda,2019,"57,888",70 - 75K KM,Automatic
Proton Exora,Proton,2017,"23,888",50 - 55K KM,Automatic
Honda Accord,Honda,2021,"121,888",55 - 60K KM,Automatic
Volkswagen Vento,Volkswagen,2019,"25,888",30 - 35K KM,Automatic
Honda City,Honda,2018,"50,888",65 - 70K KM,Automatic
Honda City,Honda,2018,"50,888",65 - 70K KM,Automatic
Mazda CX-5,Mazda,2020,"103,888",55 - 60K KM,Automatic
Mercedes-Benz C300,Mercedes-Benz,2023,"288,000",30 - 35K KM,Automatic
Mercedes-Benz A45 AMG,Mercedes-Benz,2021,"299,000",15 - 20K KM,Automatic
Mercedes-Benz C43 AMG,Mercedes-Benz,2018,"197,800",70 - 75K KM,Automatic
Perodua Bezza,Perodua,2017,"29,000",149000 KM,Automatic
Mercedes-Benz C300,Mercedes-Benz,2023,"283,000",20 - 25K KM,Automatic
Mercedes-Benz A250,Mercedes-Benz,2018/2019,"150,000",55 - 60K KM,Automatic
Land Rover Range Rover Evoque,Land,2013,"88,000",65 - 70K KM,Automatic
Proton Preve,Proton,2014,"15,000",100 - 105K KM,Manual
Honda Accord,Honda,2016,"58,000",90 - 95K KM,Automatic
BMW 520i,BMW,2013,"56,000",85 - 90K KM,Automatic
Honda Accord,Honda,2014,"48,000",110 - 115K KM,Automatic
Mercedes-Benz E250,Mercedes-Benz,2015,"89,000",110 - 115K KM,Automatic
Nissan X-Trail,Nissan,2019,"64,888",90 - 95K KM,Automatic
Honda Accord,Honda,2011,"28,800",125 - 130K KM,Automatic
Nissan Grand Livina,Nissan,2014,"29,800",75 - 80K KM,Automatic
Nissan Serena,Nissan,2012,"28,800",110 - 115K KM,Automatic
Honda Civic,Honda,2016,"59,900",80 - 85K KM,Automatic
Toyota Vios,Toyota,2014,"37,800",95 - 100K KM,Automatic
Perodua Myvi,Perodua,2015,"29,800",85 - 90K KM,Automatic
Nissan Serena,Nissan,2019,"85,000",60 - 65K KM,Automatic
Volkswagen Golf,Volkswagen,2023,"161,800",35 - 40K KM,Automatic
Toyota Wish,Toyota,2010,"46,800",110 - 115K KM,Automatic
Volkswagen Golf,Volkswagen,2023,"161,800",35 - 40K KM,Automatic
Toyota Wish,Toyota,2010,"46,800",110 - 115K KM,Automatic
Nissan Serena,Nissan,2020,"90,000",50 - 55K KM,Automatic
Toyota Vellfire,Toyota,2013,"90,000",80 - 85K KM,Automatic
Toyota Vios,Toyota,2020,"61,000",65 - 70K KM,Automatic
Porsche 911,Porsche,2018/2023,"499,000",40 - 45K KM,Automatic
Nissan Serena,Nissan,2021,"95,000",90 - 95K KM,Automatic
Perodua Myvi,Perodua,2019,"40,999",70 - 75K KM,Automatic
Honda Civic,Honda,2017,"73,999",80 - 85K KM,Automatic
Toyota Hilux,Toyota,2020,"101,999",45 - 50K KM,Automatic
Mitsubishi Triton,Mitsubishi,2021,"84,999",60 - 65K KM,Automatic
Ford Ranger,Ford,2017,"56,999",65 - 70K KM,Automatic
Perodua AXIA,Perodua,2017,"26,400",123817 KM,Automatic
Honda Jazz,Honda,2017,"45,999",75 - 80K KM,Automatic
Honda City,Honda,2018,"45,999",65 - 70K KM,Automatic
Honda City,Honda,2018,"45,999",65 - 70K KM,Automatic
Honda City,Honda,2017,"53,999",70 - 75K KM,Automatic
Honda BR-V,Honda,2019,"58,400",103918 KM,Automatic
Honda Accord,Honda,2015,"45,999",90 - 95K KM,Automatic
Hyundai Tucson,Hyundai,2019,"59,500",89554 KM,Automatic
Toyota Vios,Toyota,2022,"61,999",20 - 25K KM,Automatic
Honda City,Honda,2018,"49,000",85 - 90K KM,Automatic
Toyota Vios,Toyota,2022,"61,999",20 - 25K KM,Automatic
Honda City,Honda,2018,"49,000",85 - 90K KM,Automatic
Toyota Alphard,Toyota,2016,"175,000",80 - 85K KM,Automatic
Perodua Alza,Perodua,2015,"31,800",170 - 175K KM,Automatic
Toyota Vellfire,Toyota,2010,"77,000",90 - 95K KM,Automatic
Nissan X-Trail,Nissan,2021,"86,000",85 - 90K KM,Automatic
Perodua Myvi,Perodua,2010,"13,000",120 - 125K KM,Automatic
Nissan Almera,Nissan,2014,"17,800",105 - 110K KM,Automatic
Honda Civic,Honda,2018,"74,800",75 - 80K KM,Automatic
Honda HR-V,Honda,2017,"55,800",90 - 95K KM,Automatic
Nissan Serena,Nissan,2017,"59,000",90 - 95K KM,Automatic
Mazda CX-5,Mazda,2019,"89,800",65 - 70K KM,Automatic
Mercedes-Benz E250 CGI,Mercedes-Benz,2012/2013,"50,000",75 - 80K KM,Automatic
Mercedes-Benz C200,Mercedes-Benz,2015,"89,000",90 - 95K KM,Automatic
Nissan Teana,Nissan,2014,"36,000",110 - 115K KM,Automatic
Mercedes-Benz CLA45 AMG,Mercedes-Benz,2020,"345,800",35 - 40K KM,Automatic
Kia Cerato,Kia,2014,"30,000",95 - 100K KM,Automatic
Toyota Vios,Toyota,2014,"39,000",90 - 95K KM,Automatic
Nissan Grand Livina,Nissan,2014,"33,000",80 - 85K KM,Automatic
Mercedes-Benz E300,Mercedes-Benz,2011,"42,000",85 - 90K KM,Automatic
Honda CR-V,Honda,2007,"22,000",120 - 125K KM,Automatic
Nissan X-Trail,Nissan,2017,"55,000",85 - 90K KM,Automatic
Mazda 3,Mazda,2017,"59,800",80 - 85K KM,Automatic
BMW X5,BMW,2017,"101,000",70 - 75K KM,Automatic
Mazda 3,Mazda,2017,"59,800",80 - 85K KM,Automatic
BMW X5,BMW,2017,"101,000",70 - 75K KM,Automatic
Perodua Bezza,Perodua,2018,"35,200",70 - 75K KM,Automatic
Perodua Bezza,Perodua,2019,"35,800",90 - 95K KM,Automatic
Honda CR-V,Honda,2015,"49,800",95 - 100K KM,Automatic
BMW 530e,BMW,2018,"110,000",45 - 50K KM,Automatic
Honda Accord,Honda,2015,"57,000",85 - 90K KM,Automatic
Mercedes-Benz CLA200,Mercedes-Benz,2015,"90,000",95 - 100K KM,Automatic
Mazda CX-5,Mazda,2016,"49,800",75 - 80K KM,Automatic
Toyota Vios,Toyota,2020,"62,000",75 - 80K KM,Automatic
Mercedes-Benz A200,Mercedes-Benz,2018,"128,000",55 - 60K KM,Automatic
BMW 530i,BMW,2023,"298,000",25 - 30K KM,Automatic
MINI 3 Door,MINI,2024,"185,000",5 - 10K KM,Automatic
Mazda CX-5,Mazda,2016,"49,800",105 - 110K KM,Automatic
Mazda 3,Mazda,2017,"62,800",115 - 120K KM,Automatic
Perodua AXIA,Perodua,2017,"28,600",99640 KM,Automatic
Proton Saga,Proton,2019,"31,400",31699 KM,Automatic
Mitsubishi ASX,Mitsubishi,2019,"55,400",85419 KM,Automatic
Toyota Vios,Toyota,2017,"54,400",129153 KM,Automatic
Perodua Myvi,Perodua,2014,"21,800",173059 KM,Automatic
Honda HR-V,Honda,2018,"68,300",69393 KM,Automatic
Perodua AXIA,Perodua,2022,"37,400",14527 KM,Automatic
Perodua Myvi,Perodua,2020,"49,000",34972 KM,Automatic
Perodua Myvi,Perodua,2016,"29,400",130862 KM,Automatic
Perodua Myvi,Perodua,2016,"29,400",130862 KM,Automatic
Perodua AXIA,Perodua,2015,"24,500",139038 KM,Automatic
Perodua Aruz,Perodua,2020,"53,200",51780 KM,Automatic
Proton Persona,Proton,2017,"28,500",104723 KM,Automatic
Toyota Vios,Toyota,2011,"25,900",155 - 160K KM,Automatic
Toyota Alphard,Toyota,2017/2019,"153,800",80 - 85K KM,Automatic
Honda City,Honda,2016,"43,000",131216 KM,Automatic
Toyota Vios,Toyota,2021,"70,400",42792 KM,Automatic
Perodua AXIA,Perodua,2019,"31,600",102818 KM,Automatic
Perodua Bezza,Perodua,2018,"36,700",85 - 90K KM,Automatic
Perodua Alza,Perodua,2014,"31,888",150 - 155K KM,Automatic
BMW 520i,BMW,2013,"55,800",140 - 145K KM,Automatic
Mercedes-Benz E350 e,Mercedes-Benz,2018,"119,800",70 - 75K KM,Automatic
Honda Jazz,Honda,2012,"24,800",100 - 105K KM,Automatic
Perodua Myvi,Perodua,2012,"19,900",110 - 115K KM,Automatic
Toyota Vios,Toyota,2008,"16,800",120 - 125K KM,Manual
Honda City,Honda,2018,"51,800",135 - 140K KM,Automatic
Honda Civic,Honda,2013,"37,800",115 - 120K KM,Automatic
Honda HR-V,Honda,2017,"58,800",115 - 120K KM,Automatic
Perodua Bezza,Perodua,2016,"19,700",80 - 85K KM,Manual
Mazda 3,Mazda,2015,"27,800",120 - 125K KM,Automatic
Toyota Alphard,Toyota,2015/2016,"163,800",85 - 90K KM,Automatic
Mazda 3,Mazda,2015,"27,800",120 - 125K KM,Automatic
Toyota Alphard,Toyota,2015/2016,"163,800",85 - 90K KM,Automatic
Mercedes-Benz C200,Mercedes-Benz,2014,"77,600",80 - 85K KM,Automatic
Toyota Vios,Toyota,2012,"29,600",95 - 100K KM,Automatic
Honda City,Honda,2021,"71,600",55 - 60K KM,Automatic
Toyota Vellfire,Toyota,2015,"146,800",55 - 60K KM,Automatic
Honda BR-V,Honda,2017,"43,800",110 - 115K KM,Automatic
Perodua AXIA,Perodua,2015,"19,800",140 - 145K KM,Automatic
Honda Civic,Honda,2017,"83,800",75 - 80K KM,Automatic
Mercedes-Benz E200,Mercedes-Benz,2021,"209,800",60 - 65K KM,Automatic
BMW 530i,BMW,2023,"298,000",25 - 30K KM,Automatic
Mazda CX-5,Mazda,2022,"115,888",35 - 40K KM,Automatic
Perodua Myvi,Perodua,2020,"46,800",70 - 75K KM,Automatic
Honda City,Honda,2017,"46,800",65 - 70K KM,Automatic
Honda CR-V,Honda,2012,"27,800",110 - 115K KM,Automatic
Toyota Vios,Toyota,2007,"24,800",155 - 160K KM,Automatic
MINI 3 Door,MINI,2024,"185,000",5 - 10K KM,Automatic
Proton Persona,Proton,2010,"10,800",170 - 175K KM,Automatic
Perodua Myvi,Perodua,2019,"42,800",85 - 90K KM,Automatic
Toyota Wish,Toyota,2010/2015,"45,800",185 - 190K KM,Automatic
Mercedes-Benz A200,Mercedes-Benz,2018,"95,888",70 - 75K KM,Automatic
Toyota Camry,Toyota,2016,"62,800",80 - 85K KM,Automatic
Toyota Camry,Toyota,2016,"62,800",80 - 85K KM,Automatic
Kia Sportage,Kia,2012,"23,800",135 - 140K KM,Automatic
Honda Civic,Honda,2014,"31,800",105 - 110K KM,Automatic
Toyota Vios,Toyota,2015,"32,800",100 - 105K KM,Automatic
Toyota Land Cruiser Prado,Toyota,2010,"89,800",130 - 135K KM,Automatic
Toyota Vellfire,Toyota,2014,"84,800",115 - 120K KM,Automatic
Nissan Frontier,Nissan,2009,"14,800",205 - 210K KM,Manual
Toyota Prius C,Toyota,2013,"16,888",60 - 65K KM,Automatic
Nissan Frontier,Nissan,2008,"17,800",290 - 295K KM,Manual
Ford Ranger,Ford,2003/2004,"17,800",215 - 220K KM,Automatic
Proton Persona,Proton,2020,"31,800",60 - 65K KM,Automatic
Proton Iriz,Proton,2020,"31,800",25 - 30K KM,Automatic
Honda CR-V,Honda,2019,"99,000",85 - 90K KM,Automatic
Toyota Wish,Toyota,2014,"58,900",175 - 180K KM,Automatic
BMW 330i,BMW,2021,"188,800",60 - 65K KM,Automatic
Nissan Navara,Nissan,2011,"25,800",150 - 155K KM,Automatic
Nissan X-Trail,Nissan,2017,"49,800",90 - 95K KM,Automatic
Mazda 3,Mazda,2015,"44,800",80 - 85K KM,Automatic
Porsche 911,Porsche,2016,"548,000",45 - 50K KM,Automatic
Toyota Vellfire,Toyota,2015/2017,"143,800",120 - 125K KM,Automatic
Isuzu D-Max,Isuzu,2011,"21,800",140 - 145K KM,Manual
Mitsubishi Triton,Mitsubishi,2007/2008,"25,800",165 - 170K KM,Automatic
Mercedes-Benz A250,Mercedes-Benz,2015/2016,"86,800",90 - 95K KM,Automatic
Perodua AXIA,Perodua,2018,"25,888",85 - 90K KM,Automatic
Toyota Vios,Toyota,2017,"51,200",60 - 65K KM,Automatic
Perodua Myvi,Perodua,2012,"22,800",55 - 60K KM,Automatic
Proton X70,Proton,2020,"62,800",65 - 70K KM,Automatic
Nissan Serena,Nissan,2018,"77,800",51650 KM,Automatic
Mercedes-Benz GLA250,Mercedes-Benz,2019,"165,000",30 - 35K KM,Automatic
Volvo S90,Volvo,2021,"178,000",45 - 50K KM,Automatic
Toyota Innova,Toyota,2017,"70,000",60 - 65K KM,Automatic
Toyota Yaris,Toyota,2023,"73,000",10 - 15K KM,Automatic
Toyota Innova,Toyota,2018,"63,888",55 - 60K KM,Automatic
Subaru XV,Subaru,2022,"95,000",35 - 40K KM,Automatic
Honda City,Honda,2019,"49,800",60 - 65K KM,Automatic
Porsche Macan,Porsche,2017/2018,"210,000",40 - 45K KM,Automatic
Mercedes-Benz GLC300,Mercedes-Benz,2022,"247,000",55 - 60K KM,Automatic
Mercedes-Benz GLA250,Mercedes-Benz,2019,"165,000",30 - 35K KM,Automatic
Mercedes-Benz GLA250,Mercedes-Benz,2019,"165,000",30 - 35K KM,Automatic
Honda Jazz,Honda,2020,"59,900",80 - 85K KM,Automatic
Perodua Myvi,Perodua,2018,"42,800",90 - 95K KM,Automatic
Perodua Myvi,Perodua,2019,"40,888",60 - 65K KM,Automatic
Toyota Vios,Toyota,2023,"69,888",55 - 60K KM,Automatic
Honda CR-V,Honda,2018,"85,888",75 - 80K KM,Automatic
Honda BR-V,Honda,2018,"47,888",75 - 80K KM,Automatic
Toyota Vios,Toyota,2017,"40,888",60 - 65K KM,Automatic
Proton Persona,Proton,2020,"30,888",70 - 75K KM,Automatic
Mazda 6,Mazda,2016,"50,888",90 - 95K KM,Automatic
Perodua Myvi,Perodua,2011,"14,888",95 - 100K KM,Automatic
Honda City,Honda,2016,"37,888",80 - 85K KM,Automatic
Honda Civic,Honda,2016,"48,888",70 - 75K KM,Automatic
Ford Ranger,Ford,2023,"124,888",50 - 55K KM,Automatic
Perodua AXIA,Perodua,2016,"22,888",70 - 75K KM,Automatic
Nissan Serena,Nissan,2018,"81,800",105 - 110K KM,Automatic
Perodua Aruz,Perodua,2019,"49,500",87362 KM,Automatic
BMW 330i,BMW,2020,"169,800",75 - 80K KM,Automatic
Toyota Vios,Toyota,2015,"39,900",163443 KM,Automatic
Honda City,Honda,2020,"67,000",61015 KM,Automatic
Perodua AXIA,Perodua,2017,"26,000",142314 KM,Automatic
Perodua Bezza,Perodua,2019,"36,200",96245 KM,Automatic
Perodua Myvi,Perodua,2022,"51,000",40 - 45K KM,Automatic
Perodua Myvi,Perodua,2012,"18,500",125 - 130K KM,Automatic
Perodua Bezza,Perodua,2019,"36,200",96245 KM,Automatic
Perodua Myvi,Perodua,2022,"51,000",40 - 45K KM,Automatic
Perodua Myvi,Perodua,2012,"18,500",125 - 130K KM,Automatic
Perodua Myvi,Perodua,2019,"43,200",93940 KM,Automatic
Mitsubishi Triton,Mitsubishi,2008,"28,800",165 - 170K KM,Automatic
Isuzu D-Max,Isuzu,2012,"28,800",150 - 155K KM,Manual
Mitsubishi Triton,Mitsubishi,2009,"29,800",135 - 140K KM,Automatic
Honda Civic,Honda,2018,"74,888",60 - 65K KM,Automatic
Toyota Hilux,Toyota,2009,"35,800",155 - 160K KM,Automatic
Toyota Hilux,Toyota,2016,"65,888",65 - 70K KM,Automatic
Toyota Hilux,Toyota,2008,"37,800",160 - 165K KM,Automatic
Nissan Navara,Nissan,2015,"37,800",130 - 135K KM,Automatic
Mazda CX-5,Mazda,2017,"81,700",85 - 90K KM,Automatic
Toyota Hilux,Toyota,2008,"37,800",145 - 150K KM,Automatic
Proton X70,Proton,2021,"66,888",60 - 65K KM,Automatic
Toyota Camry,Toyota,2012,"41,800",120 - 125K KM,Automatic
Kia Picanto,Kia,2013,"14,800",80 - 85K KM,Automatic
Mitsubishi ASX,Mitsubishi,2014,"34,999",75 - 80K KM,Automatic
MINI Countryman,MINI,2023,"222,000",15 - 20K KM,Automatic
Toyota Vios,Toyota,2016,"38,800",85 - 90K KM,Automatic
Subaru XV,Subaru,2014/2016,"29,688",85 - 90K KM,Automatic
BMW 316i,BMW,2014,"55,800",95 - 100K KM,Automatic
Proton Saga,Proton,2008,"7,688",100 - 105K KM,Automatic
Suzuki Swift,Suzuki,2012/2013,"25,800",105 - 110K KM,Automatic
Perodua Myvi,Perodua,2019,"41,800",80 - 85K KM,Automatic
Honda HR-V,Honda,2015,"45,800",95 - 100K KM,Automatic
Honda City,Honda,2022,"68,000",15 - 20K KM,Automatic
BMW 330i,BMW,2019,"164,800",70 - 75K KM,Automatic
Honda CR-V,Honda,2023,"142,000",30 - 35K KM,Automatic
Mercedes-Benz C300,Mercedes-Benz,2020,"175,800",65 - 70K KM,Automatic
MINI Countryman,MINI,2023,"222,000",15 - 20K KM,Automatic
Mazda CX-5,Mazda,2021,"113,000",55 - 60K KM,Automatic
Mercedes-Benz C200,Mercedes-Benz,2017,"129,000",65 - 70K KM,Automatic
Toyota Fortuner,Toyota,2013,"71,800",145 - 150K KM,Automatic
Honda Civic,Honda,2016,"71,800",80 - 85K KM,Automatic
Perodua Myvi,Perodua,2019,"42,800",55 - 60K KM,Automatic
Ford Ranger,Ford,2016,"48,800",85 - 90K KM,Automatic
BMW X1,BMW,2017,"68,500",80 - 85K KM,Automatic
Volvo XC60,Volvo,2018,"125,800",90 - 95K KM,Automatic
Honda Civic,Honda,2016,"78,800",90 - 95K KM,Automatic
BMW 530i,BMW,2018,"155,800",50 - 55K KM,Automatic
Honda City,Honda,2016,"45,800",100 - 105K KM,Automatic
Audi A4,Audi,2014,"37,800",105 - 110K KM,Automatic
Audi A4,Audi,2014,"37,800",105 - 110K KM,Automatic
Mazda CX-5,Mazda,2018,"85,800",75 - 80K KM,Automatic
Ford MUSTANG,Ford,2017,"168,800",20 - 25K KM,Automatic
Toyota Hilux,Toyota,2019,"94,800",95 - 100K KM,Automatic
Toyota Yaris,Toyota,2019,"60,000",75 - 80K KM,Automatic
Perodua AXIA,Perodua,2017,"26,000",140 - 145K KM,Automatic
Perodua Bezza,Perodua,2019,"36,000",103194 KM,Automatic
Perodua Alza,Perodua,2020,"49,900",45082 KM,Automatic
Perodua Myvi,Perodua,2013,"15,900",90 - 95K KM,Automatic
Mazda CX-5,Mazda,2018,"85,800",77046 KM,Automatic
Toyota Vios,Toyota,2016,"50,200",122039 KM,Automatic
Toyota Vellfire,Toyota,2014,"76,800",110 - 115K KM,Automatic
BMW 525i,BMW,2008,"30,000",250 - 255K KM,Automatic
Proton Perdana,Proton,2019,"45,888",35 - 40K KM,Automatic
Honda Civic,Honda,2023,"116,999",20 - 25K KM,Automatic
BMW 320i,BMW,2024,"238,000",5 - 10K KM,Automatic
BMW 528i,BMW,2017,"103,800",90 - 95K KM,Automatic
Honda CR-V,Honda,2023,"142,999",30 - 35K KM,Automatic
BMW X5,BMW,2020,"248,000",50 - 55K KM,Automatic
Honda Accord,Honda,2017,"73,800",50 - 55K KM,Automatic
BMW X5,BMW,2020,"248,000",50 - 55K KM,Automatic
Honda Accord,Honda,2017,"73,800",50 - 55K KM,Automatic
Honda City,Honda,2024,"76,999",5 - 10K KM,Automatic
Proton Persona,Proton,2021,"34,888",40 - 45K KM,Automatic
Proton Persona,Proton,2014,"14,900",70 - 75K KM,Automatic
Honda Accord,Honda,2022,"138,999",60 - 65K KM,Automatic
Proton Saga,Proton,2020,"24,888",45 - 50K KM,Automatic
Proton X70,Proton,2022,"81,888",50 - 55K KM,Automatic
BMW 330i,BMW,2022,"205,000",20 - 25K KM,Automatic
Mercedes-Benz A250,Mercedes-Benz,2021,"173,888",40 - 45K KM,Automatic
Ford Ranger,Ford,2023,"145,000",10 - 15K KM,Automatic
Mercedes-Benz C300,Mercedes-Benz,2022,"265,000",10 - 15K KM,Automatic
Proton Saga,Proton,2024,"28,888",20 - 25K KM,Automatic
Mitsubishi Triton,Mitsubishi,2019,"77,800",55 - 60K KM,Automatic
Honda Accord,Honda,2013,"39,900",120 - 125K KM,Automatic
Mazda 6,Mazda,2015,"43,888",50 - 55K KM,Automatic
BMW 330e,BMW,2018,"90,000",55 - 60K KM,Automatic
Mazda 6,Mazda,2015,"43,888",50 - 55K KM,Automatic
BMW 330e,BMW,2018,"90,000",55 - 60K KM,Automatic
BMW 530e,BMW,2022,"229,999",5 - 10K KM,Automatic
BMW 530e,BMW,2019,"126,999",60 - 65K KM,Automatic
Lexus NX300,Lexus,2019,"168,800",40 - 45K KM,Automatic
Proton X70,Proton,2020,"64,900",50 - 55K KM,Automatic
Perodua Myvi,Perodua,2019,"44,800",80 - 85K KM,Automatic
Honda City,Honda,2022,"73,900",35 - 40K KM,Automatic
Perodua AXIA,Perodua,2020,"32,400",55 - 60K KM,Automatic
BMW 530i,BMW,2017,"129,999",80 - 85K KM,Automatic
BMW X1,BMW,2020,"113,999",90 - 95K KM,Automatic
BMW X5,BMW,2020,"243,999",45 - 50K KM,Automatic
BMW X3,BMW,2019,"125,999",85 - 90K KM,Automatic
BMW X3,BMW,2021,"189,999",35 - 40K KM,Automatic
MINI Countryman,MINI,2023,"208,888",35 - 40K KM,Automatic
Toyota Vios,Toyota,2017,"50,000",72593 KM,Automatic
Subaru XV,Subaru,2018,"69,400",74678 KM,Automatic
Perodua AXIA,Perodua,2019,"34,400",91237 KM,Automatic
Nissan Serena,Nissan,2020,"96,900",49720 KM,Automatic
Honda CR-V,Honda,2013,"40,400",158149 KM,Automatic
Perodua Aruz,Perodua,2019,"54,000",54093 KM,Automatic
Perodua Aruz,Perodua,2020,"56,000",53052 KM,Automatic
Perodua Aruz,Perodua,2019,"54,000",54093 KM,Automatic
Perodua Aruz,Perodua,2020,"56,000",53052 KM,Automatic
Proton Saga,Proton,2020,"29,000",70187 KM,Automatic
Honda CR-V,Honda,2019,"103,600",97517 KM,Automatic
Mercedes-Benz E200,Mercedes-Benz,2021,"236,000",38187 KM,Automatic
Honda City,Honda,2017,"50,700",115883 KM,Automatic
Mercedes-Benz C250,Mercedes-Benz,2016,"129,000",68035 KM,Automatic
Perodua Myvi,Perodua,2019,"45,800",65653 KM,Automatic
Lamborghini Huracan,Lamborghini,2019,"1,350,000",10 - 15K KM,Automatic
Perodua AXIA,Perodua,2017,"26,000",110 - 115K KM,Automatic
Porsche Cayman,Porsche,2009/2012,"133,800",80 - 85K KM,Automatic
BMW 528i,BMW,2017,"112,800",90 - 95K KM,Automatic
Toyota Vellfire,Toyota,2009,"65,800",100 - 105K KM,Automatic
Honda CR-V,Honda,2022,"103,800",30 - 35K KM,Automatic
Toyota Alphard,Toyota,2018,"162,800",30 - 35K KM,Automatic
Perodua Myvi,Perodua,2019,"45,800",80 - 85K KM,Automatic
Mercedes-Benz GLC300,Mercedes-Benz,2022,"247,000",55 - 60K KM,Automatic
Mercedes-Benz C300,Mercedes-Benz,2022,"265,000",15 - 20K KM,Automatic
Mercedes-Benz GLC300,Mercedes-Benz,2022,"247,000",55 - 60K KM,Automatic
Mercedes-Benz C300,Mercedes-Benz,2022,"265,000",15 - 20K KM,Automatic
Toyota Innova,Toyota,2017,"70,000",60 - 65K KM,Automatic
Mazda 3,Mazda,2019,"109,800",75 - 80K KM,Automatic
Perodua Bezza,Perodua,2019,"36,200",95 - 100K KM,Automatic
Honda City,Honda,2019,"61,900",50 - 55K KM,Automatic
Honda Civic,Honda,2013,"33,900",65 - 70K KM,Automatic
Toyota Corolla Altis,Toyota,2016,"55,800",85 - 90K KM,Automatic
Toyota Vellfire,Toyota,2013,"91,900",85 - 90K KM,Automatic
Honda Jazz,Honda,2016,"43,800",60 - 65K KM,Automatic
Honda HR-V,Honda,2019,"72,800",60 - 65K KM,Automatic
Toyota Harrier,Toyota,2014,"84,800",80 - 85K KM,Automatic
Volkswagen Tiguan,Volkswagen,2020,"84,800",70 - 75K KM,Automatic
Proton Satria,Proton,2013/2014,"20,800",80 - 85K KM,Manual
Mercedes-Benz C200,Mercedes-Benz,2019,"139,900",45 - 50K KM,Automatic
BMW 320i,BMW,2016,"81,800",100 - 105K KM,Automatic
Honda Civic,Honda,2019,"94,900",60 - 65K KM,Automatic
Toyota Alphard,Toyota,2021,"229,900",15 - 20K KM,Automatic
Volkswagen Tiguan,Volkswagen,2019,"69,800",85 - 90K KM,Automatic
Kia Sportage,Kia,2014,"28,800",95 - 100K KM,Automatic
Honda BR-V,Honda,2017,"37,800",90 - 95K KM,Automatic
BMW 320i,BMW,2016,"79,800",115 - 120K KM,Automatic
Hyundai Sonata,Hyundai,2011,"19,800",95 - 100K KM,Automatic
Honda Jazz,Honda,2020,"59,900",85 - 90K KM,Automatic
BMW 320i,BMW,2016,"79,800",135 - 140K KM,Automatic
Volkswagen Tiguan,Volkswagen,2021,"95,800",65 - 70K KM,Automatic
Nissan Almera,Nissan,2021,"39,888",45 - 50K KM,Automatic
Volkswagen Tiguan,Volkswagen,2020,"79,800",80 - 85K KM,Automatic
Porsche 911,Porsche,2005,"198,000",85 - 90K KM,Manual
Proton Exora,Proton,2014,"10,800",120 - 125K KM,Automatic
Toyota Vios,Toyota,2012,"23,888",80 - 85K KM,Automatic
Honda Jazz,Honda,2020,"65,800",75 - 80K KM,Automatic
Honda Civic,Honda,2009,"26,888",170 - 175K KM,Automatic
Toyota Camry,Toyota,2022,"175,900",25 - 30K KM,Automatic
Proton Saga,Proton,2015,"10,888",85 - 90K KM,Manual
Perodua Myvi,Perodua,2014,"25,500",160 - 165K KM,Automatic
Toyota Camry,Toyota,2017,"87,900",120 - 125K KM,Automatic
Toyota Camry,Toyota,2013,"46,800",120 - 125K KM,Automatic
BMW 330e,BMW,2018,"69,800",90 - 95K KM,Automatic
Mitsubishi ASX,Mitsubishi,2016,"36,888",80 - 85K KM,Automatic
Perodua Myvi,Perodua,2014,"23,800",125 - 130K KM,Manual
Honda City,Honda,2021,"58,800",70 - 75K KM,Automatic
Mercedes-Benz E200,Mercedes-Benz,2022,"245,900",20 - 25K KM,Automatic
Honda Civic,Honda,2020,"93,800",75 - 80K KM,Automatic
Mercedes-Benz C200,Mercedes-Benz,2019,"139,900",45 - 50K KM,Automatic
Honda City,Honda,2022,"61,800",15 - 20K KM,Automatic
Proton X70,Proton,2019,"57,000",115 - 120K KM,Automatic
Kia Sportage,Kia,2017,"50,800",85 - 90K KM,Automatic
Mazda CX-5,Mazda,2021,"119,900",20 - 25K KM,Automatic
Mazda 3,Mazda,2019,"86,900",90 - 95K KM,Automatic
Mazda CX-5,Mazda,2018,"60,800",70 - 75K KM,Automatic
Perodua Myvi,Perodua,2018,"34,800",40 - 45K KM,Automatic
Nissan Almera,Nissan,2022,"60,888",30 - 35K KM,Automatic
Perodua Bezza,Perodua,2018,"26,800",120 - 125K KM,Automatic
Honda Civic,Honda,2020,"92,800",80 - 85K KM,Automatic
Honda Civic,Honda,2013,"33,900",65 - 70K KM,Automatic
Honda City,Honda,2019,"61,900",50 - 55K KM,Automatic
MINI Countryman,MINI,2024,"228,888",0 - 5K KM,Automatic
MINI Countryman,MINI,2023,"208,888",35 - 40K KM,Automatic
Honda CR-V,Honda,2022,"132,900",25 - 30K KM,Automatic
Honda City,Honda,2019,"56,900",90 - 95K KM,Automatic
